,year,country,sector,oil,length_ratio,length
0,2008,Brazil,Petroleum elec. prod.,-94.46252365795111,0.16936621893521206,-1.311979495249321
1,2008,Brazil,Natural Gas,-76.80245554110549,0.13770266764243785,-1.066700771404243
2,2008,Brazil,Fertilizers,-49.159160159801374,0.0881397273742566,-0.6827661133305747
3,2008,Brazil,Gaseous fuels distribution,-27.447644675155747,0.04921214908614232,-0.3812172871549409
4,2008,Brazil,Other sectors,-309.8694482602846,0.5555792369619511,-4.303742336948398
5,2008,Bulgaria,Petroleum Refinery,-27.293026182193763,0.173161027797441,-0.37906980808602453
6,2008,Bulgaria,Petroleum elec. prod.,-13.172143799699572,0.08357087057424765,-0.18294644166249407
7,2008,Bulgaria,Natural Gas,-11.481779604207198,0.07284632872646905,-0.15946916116954443
8,2008,Bulgaria,Glass reproc.,-6.972949891510138,0.044239988703843255,-0.09684652627097416
9,2008,Bulgaria,Other sectors,-98.69654880381438,0.6261817841979991,-1.3707854000529776
10,2008,Japan,Petroleum Refinery,-24.871539730033533,0.786458445903585,0.3396235959764024
11,2008,Japan,State and public services,-6.753195002718804,0.21354155409641487,0.09221561656609743
12,2008,Japan,Other sectors,62.717158035812325,-0.6647858782064853,-0.28708061015406283
13,2008,Ireland,Natural Gas,-37.2199602480666,0.31334186622706356,-0.5169438923342583
14,2008,Ireland,Chemicals,-25.011344822817257,0.21056179027051122,-0.3473797892057952
15,2008,Ireland,Petroleum elec. prod.,-23.32504534586668,0.19636542300940266,-0.3239589631370372
16,2008,Ireland,Other petroleum,-19.71949085416378,0.16601151704916606,-0.2738818174189414
17,2008,Ireland,Other sectors,-13.508031105383807,0.1137194034438565,-0.18761154313033065
18,2008,Malta,Petroleum Refinery,-54.08249566715351,0.22009523906791942,-0.7511457731549098
19,2008,Malta,Petroleum elec. prod.,-37.800468818115675,0.15383356701224674,-0.5250065113627177
20,2008,Malta,Copper reproc.,-37.22240787062156,0.15148107826584042,-0.516977887091966
21,2008,Malta,Biomass and waste elec. prod.,-19.90462203153276,0.0810042600761023,-0.2764530837712883
22,2008,Malta,Gas elec. prod.,-14.596349974580257,0.05940160670368981,-0.20272708298028133
23,2008,Malta,Other sectors,-82.11680665292636,0.3341842488742013,-1.140511203512866
24,2008,China,Petroleum Refinery,-33.264257507741355,0.5341789401983065,-0.4620035764964077
25,2008,China,Petroleum elec. prod.,-19.2564037886215,0.30923177423823794,-0.26745005261974303
26,2008,China,Other sectors,-9.75108886921361,0.1565892855634555,-0.13543178985018905
27,2008,Denmark,Other petroleum,-39.34698377992398,0.8633568952636453,-0.5241735412480015
28,2008,Denmark,Non-ferrous metals,-6.227429299742804,0.13664310473635474,-0.08296070893706645
29,2008,Denmark,Other sectors,1.8607470663418937,-0.03922716947965155,0.023816158128910823
30,2008,Great-Britain,Non-ferrous metals,-45.667216144654724,1.0,-0.6315766489532457
31,2008,Great-Britain,Other sectors,0.19369742002103152,-0.004223583983948953,0.002667517019155079
32,2008,Italy,Petroleum elec. prod.,-46.284493651053985,1.0,-0.3540105311247726
33,2008,Italy,Other sectors,20.795735410070357,-0.3100128860788627,0.1097478264563018
34,2008,Lithuania,Chemicals,-24.16990936414107,1.0,0.5866821910490603
35,2008,Lithuania,Other sectors,66.4110271196734,-0.7331678132025066,-0.4301364990562947
0,2008,Sweden,Gaseous fuels distribution,50.58181736789862,0.47026163171631674,0.7025252412208142
1,2008,Sweden,Petroleum elec. prod.,27.289080287384458,0.2537079150526403,0.37901500399145077
2,2008,Sweden,Biomass and waste elec. prod.,10.77234353632124,0.10015100509247675,0.1496158824489061
3,2008,Sweden,Other sectors,18.917771564826296,0.1758794481385662,0.26274682728925414
4,2008,Netherlands,Petroleum Refinery,73.47060844755198,0.19482769171374995,1.0204251173271106
5,2008,Netherlands,"Lead, zinc and tin prod.",61.069049746553716,0.16194151986323538,0.8481812464799127
6,2008,Netherlands,Coke oven products,52.504853720493934,0.13923117924679132,0.7292340794513047
7,2008,Netherlands,Aluminium prod.,48.16489179503546,0.12772256672908988,0.6689568304866035
8,2008,Netherlands,"Iron, steel and ferro-alloys",40.401896651699104,0.1071368324263591,0.5611374534958209
9,2008,Netherlands,Glass prod.,37.72678005930929,0.10004301897124777,0.5239830563792957
10,2008,Netherlands,Precious metals prod.,23.07084787001903,0.06117875067828786,0.32042844263915315
11,2008,Netherlands,Other sectors,40.696645364126084,0.10791844037123874,0.5652311856128622
12,2008,South Korea,Wood and paper reproc.,4.520537705878546,0.566771922122604,-0.043814874842887985
13,2008,South Korea,Iron,1.7307397645260232,0.21699513793653824,-0.01677502790645997
14,2008,South Korea,Aluminium prod.,1.7246605205756271,0.21623293994085785,-0.016716105421977732
15,2008,South Korea,Other sectors,-13.541970579315645,-0.6293348879644144,0.04865136799147735
16,2008,Cyprus,Gaseous fuels distribution,33.87470902019212,1.0,-0.5328644909718039
17,2008,Cyprus,Other sectors,-72.240952370162,-0.6807755935706647,0.3627611401340599
18,2008,Poland,Gaseous fuels distribution,13.673433846199858,0.3376407376543369,0.18990880341944247
19,2008,Poland,Petroleum elec. prod.,9.21644789660154,0.22758352447261485,0.1280062207861325
20,2008,Poland,Water,6.174435350156027,0.15246652228511634,0.08575604652994481
21,2008,Poland,Non-ferrous metals,5.503978252243734,0.13591079592910618,0.07644414239227408
22,2008,Poland,Fertilizers,5.12507963843456,0.12655457942184672,0.07118166164492444
23,2008,Poland,Other sectors,0.8036158154963857,0.019843840236978993,0.011161330770783136
24,2008,Indonesia,Petroleum elec. prod.,81.87430797894832,0.3119662984914167,-1.0248623437125457
