,year,country,sector,oil,length_ratio,length
0,1999,USA,Petroleum elec. prod.,-29.052527399460182,0.19380176966135956,-0.4035073249925025
1,1999,USA,Petroleum Refinery,-22.953862948600687,0.15311918301764627,-0.3188036520638985
2,1999,USA,Water,-17.954542264818272,0.11977002952404443,-0.24936864256692046
3,1999,USA,Gaseous fuels distribution,-14.469061349683777,0.0965193029973564,-0.2009591854122747
4,1999,USA,Other sectors,-65.47847926874582,0.43678971479959333,-0.9094233231770252
5,1999,Cyprus,Petroleum elec. prod.,-15.800209090293674,0.48695619993199635,0.27804904125814905
6,1999,Cyprus,Electricity distribution,-11.873115924240299,0.3659247405385232,0.2089408108852132
7,1999,Cyprus,Petroleum Refinery,-4.773554381395641,0.14711905952948043,0.08400409206964646
8,1999,Cyprus,Other sectors,73.55844337926624,-0.6939127343186408,-0.3962199691082343
9,1999,RoW Africa,Petroleum Refinery,-27.771310673538885,0.8613235691881957,-0.38571264824359563
10,1999,RoW Africa,Other sectors,-4.471288585312891,0.1386764308118043,-0.06210123035156793
11,1999,South Africa,Natural Gas,-18.174460179388973,0.7187161302877697,1.210594633229018
12,1999,South Africa,Petroleum elec. prod.,-7.112936907569441,0.28128386971223024,0.4737903168406332
13,1999,South Africa,Other sectors,146.5631134919733,-0.852852359869226,-1.4365316795951106
14,1999,Greece,Other sectors,271.2064024869784,-1.0,-3.7667555900969223
15,1999,Austria,Other sectors,82.29121175021965,-1.0,-1.1429334965308284
16,1999,RoW Middle East,Processing Nuclear Fuel,-81.07723847226038,1.0,2.05247315012197
17,1999,RoW Middle East,Other sectors,228.8553052810422,-0.7384035974718566,-1.5155535577644565
18,1999,South Korea,Other sectors,71.64215090215338,-1.0,-0.9950298736410191
19,1999,Romania,Other sectors,61.369050565862686,-1.0,-0.8523479245258706
20,1999,Croatia,Petroleum Refinery,-33.59174612978491,0.5133757693116927,-0.2720230726621561
21,1999,Croatia,Petroleum elec. prod.,-31.84131117017874,0.4866242306883073,-0.257848200824067
22,1999,Croatia,Other sectors,27.28232560895559,-0.2942588894418622,0.15591933248320125
0,1999,Canada,Petroleum Refinery,20.734627166950027,0.14768528009925982,0.28798093287430593
1,1999,Canada,Fertilizers,16.77122261211339,0.11945537718782825,0.23293364739046377
2,1999,Canada,Petroleum elec. prod.,16.518327361363088,0.1176540954168995,0.22942121335226512
3,1999,Canada,Gaseous fuels distribution,12.896767726410975,0.09185903072740259,0.1791217739779302
4,1999,Canada,Ceramic goods,7.467241147268666,0.05318646877629431,0.1037116826009537
5,1999,Canada,Glass prod.,7.342620506934326,0.052298840847142904,0.10198084037408786
6,1999,Canada,Other sectors,58.6665787364084,0.4178609069451727,0.8148135935612277
7,1999,Netherlands,Petroleum Refinery,75.26216523951311,0.14064837537805178,1.0453078505487932
8,1999,Netherlands,"Lead, zinc and tin prod.",62.0760146996481,0.11600637039426809,0.8621668708284458
9,1999,Netherlands,Coke oven products,53.60451177037064,0.10017500120336771,0.7445071079218144
