source country,source sector,source sector group,color,target country,target sector,target sector group,amount,year
RoW Asia and Pacific,Manufacture of textiles,Manufacture and production,red,China,Manufacture of textiles,Manufacture and production,3936.35507013,2020
China,Manufacture of communication equipment,Manufacture and production,red,RoW Middle East,Manufacture of communication equipment,Manufacture and production,3927.9026929,2020
RoW Middle East,Manufacture of communication equipment,Manufacture and production,red,China,Manufacture of communication equipment,Manufacture and production,3921.41494887,2020
Indonesia,Processing vegetable oils and fats,Manufacture and production,red,RoW Asia and Pacific,Chemicals,Manufacture and production,3916.39703167,2020
RoW Asia and Pacific,Manufacture of communication equipment,Manufacture and production,red,South Korea,Manufacture of communication equipment,Manufacture and production,3914.23105684,2020
USA,Petroleum Refinery,Manufacture and production,red,Mexico,Petroleum Refinery,Manufacture and production,3895.13209958,2020
Poland,Manufacture of motor vehicles,Manufacture and production,red,Germany,Manufacture of motor vehicles,Manufacture and production,3871.18303276,2020
Japan,Hotels and restaurants,Utilities,cyan,South Korea,Other service activities,Services,2196.86741768,2020
Ireland,Wholesale trade and commission trade,Utilities,cyan,Canada,Construction,Utilities,1651.91246558,2020
France,Wholesale trade and commission trade,Utilities,cyan,Belgium,Wholesale trade and commission trade,Utilities,1569.81233458,2020
USA,Hotels and restaurants,Utilities,cyan,China,Other business activities,Services,1516.37497944,2020
Switzerland,Wholesale trade and commission trade,Utilities,cyan,Luxembourg,Wholesale trade and commission trade,Utilities,1349.08239095,2020
RoW Asia and Pacific,Hotels and restaurants,Utilities,cyan,South Korea,Other service activities,Services,1173.44256085,2020
United Kingdom,"Retail trade, except of motor vehicles",Utilities,cyan,USA,Cultivation of paddy rice,"Agriculture, forestry and fishing",1137.57346143,2020
USA,Hotels and restaurants,Utilities,cyan,China,Public administration and defence; social security,Services,1065.60574756,2020
Netherlands,Wholesale trade and commission trade,Utilities,cyan,Ireland,Manufacture of office machinery and computers,Manufacture and production,968.53605402,2020
USA,Hotels and restaurants,Utilities,cyan,China,Construction,Utilities,954.12714475,2020
Switzerland,"Retail trade, except of motor vehicles",Utilities,cyan,Luxembourg,Post and telecommunications,Services,890.41605801,2020
Spain,Hotels and restaurants,Utilities,cyan,France,Other business activities,Services,885.394198416,2020
USA,Hotels and restaurants,Utilities,cyan,India,Other land transport,Services,867.991842612,2020
RoW Asia and Pacific,Construction,Utilities,cyan,Japan,Construction,Utilities,845.380124887,2020
Ireland,"Retail trade, except of motor vehicles",Utilities,cyan,USA,Cultivation of paddy rice,"Agriculture, forestry and fishing",823.326580292,2020
Russia,Construction,Utilities,cyan,Turkey,Construction,Utilities,817.034475194,2020
Switzerland,Hotels and restaurants,Utilities,cyan,France,Other business activities,Services,797.810540382,2020
France,Wholesale trade and commission trade,Utilities,cyan,Ireland,Manufacture of office machinery and computers,Manufacture and production,794.061658836,2020
United Kingdom,Wholesale trade and commission trade,Utilities,cyan,Ireland,Manufacture of office machinery and computers,Manufacture and production,785.112035634,2020
Ireland,"Sale, maintenance, repair of motor vehicles",Utilities,cyan,Switzerland,Petroleum Refinery,Manufacture and production,764.292637119,2020
Russia,Wholesale trade and commission trade,Utilities,cyan,China,Petroleum Refinery,Manufacture and production,751.499382553,2020
Spain,Hotels and restaurants,Utilities,cyan,France,Public administration and defence; social security,Services,740.301923942,2020
USA,Wholesale trade and commission trade,Utilities,cyan,Ireland,Manufacture of office machinery and computers,Manufacture and production,731.904428325,2020
France,Hotels and restaurants,Utilities,cyan,Belgium,Supporting and auxiliary transport activities,Services,730.030963682,2020
Netherlands,Wholesale trade and commission trade,Utilities,cyan,Ireland,Computer and related activities,Services,706.526140456,2020
Germany,Wholesale trade and commission trade,Utilities,cyan,Ireland,Manufacture of office machinery and computers,Manufacture and production,693.240665004,2020
Belgium,Hotels and restaurants,Utilities,cyan,France,Other business activities,Services,687.793196911,2020
Switzerland,Hotels and restaurants,Utilities,cyan,France,Public administration and defence; social security,Services,666.533244696,2020
RoW Asia and Pacific,Wholesale trade and commission trade,Utilities,cyan,Japan,Wholesale trade and commission trade,Utilities,651.716440793,2020
United Kingdom,Wholesale trade and commission trade,Utilities,cyan,Ireland,Computer and related activities,Services,592.302105564,2020
France,Wholesale trade and commission trade,Utilities,cyan,Ireland,Computer and related activities,Services,590.095040859,2020
Belgium,Hotels and restaurants,Utilities,cyan,France,Public administration and defence; social security,Services,574.651984746,2020
RoW Asia and Pacific,Wholesale trade and commission trade,Utilities,cyan,China,Manufacture of rubber and plastic products,Manufacture and production,563.67863598,2020
France,"Sale, maintenance, repair of motor vehicles",Utilities,cyan,Belgium,Plastics,Manufacture and production,553.266629156,2020
Spain,Hotels and restaurants,Utilities,cyan,France,Health and social work,Services,547.444073762,2020
USA,Wholesale trade and commission trade,Utilities,cyan,Ireland,Computer and related activities,Services,543.903825013,2020
RoW Asia and Pacific,Wholesale trade and commission trade,Utilities,cyan,China,Construction,Utilities,527.196409526,2020
Germany,Wholesale trade and commission trade,Utilities,cyan,Luxembourg,Wholesale trade and commission trade,Utilities,523.555191621,2020
Ireland,Wholesale trade and commission trade,Utilities,cyan,Switzerland,Construction,Utilities,505.318588855,2020
RoW Asia and Pacific,"Sale, maintenance, repair of motor vehicles",Utilities,cyan,China,Manufacture of motor vehicles,Manufacture and production,501.621051252,2020
Japan,Hotels and restaurants,Utilities,cyan,China,Other business activities,Services,499.23626731,2020
United Kingdom,"Retail trade, except of motor vehicles",Utilities,cyan,Ireland,Construction,Utilities,499.108662682,2020
Switzerland,Hotels and restaurants,Utilities,cyan,France,Health and social work,Services,492.962910229,2020
Germany,Wholesale trade and commission trade,Utilities,cyan,Ireland,Computer and related activities,Services,492.081065125,2020
Ireland,Wholesale trade and commission trade,Utilities,cyan,Switzerland,Wholesale trade and commission trade,Utilities,488.461626779,2020
Belgium,Hotels and restaurants,Utilities,cyan,Netherlands,Other business activities,Services,488.287756284,2020
Ireland,"Retail trade, except of motor vehicles",Utilities,cyan,Canada,Health and social work,Services,488.236730631,2020
United Kingdom,Hotels and restaurants,Utilities,cyan,USA,Public administration and defence; social security,Services,471.418387829,2020
Japan,Construction,Utilities,cyan,Indonesia,Construction,Utilities,462.343309452,2020
RoW Africa,Hotels and restaurants,Utilities,cyan,France,Other business activities,Services,461.293982924,2020
Australia,Wholesale trade and commission trade,Utilities,cyan,RoW Asia and Pacific,Chemicals,Manufacture and production,458.779551088,2020
RoW Asia and Pacific,"Retail trade, except of motor vehicles",Utilities,cyan,USA,Cultivation of paddy rice,"Agriculture, forestry and fishing",442.890513219,2020
RoW Asia and Pacific,Wholesale trade and commission trade,Utilities,cyan,China,Manufacture of machinery,Manufacture and production,436.198775659,2020
RoW Africa,Construction,Utilities,cyan,France,Construction,Utilities,433.943881266,2020
Japan,Wholesale trade and commission trade,Utilities,cyan,RoW Asia and Pacific,Wholesale trade and commission trade,Utilities,432.825620173,2020
RoW Asia and Pacific,Construction,Utilities,cyan,United Kingdom,Construction,Utilities,431.683000428,2020
Ireland,Wholesale trade and commission trade,Utilities,cyan,Switzerland,Manufacture of machinery,Manufacture and production,430.49604287,2020
Belgium,Hotels and restaurants,Utilities,cyan,France,Health and social work,Services,424.812766132,2020
RoW Asia and Pacific,Hotels and restaurants,Utilities,cyan,China,Other business activities,Services,422.525614543,2020
Norway,Production of electricity by hydro,Utilities,cyan,Denmark,Wholesale trade and commission trade,Utilities,414.375352159,2020
USA,Hotels and restaurants,Utilities,cyan,China,Education,Services,408.471350151,2020
Italy,Hotels and restaurants,Utilities,cyan,USA,Public administration and defence; social security,Services,404.865699385,2020
USA,Hotels and restaurants,Utilities,cyan,China,Financial intermediation,Services,401.78706803,2020
RoW Asia and Pacific,Hotels and restaurants,Utilities,cyan,China,Construction,Utilities,391.448376218,2020
RoW Asia and Pacific,Construction,Utilities,cyan,Japan,Real estate activities,Services,391.037858603,2020
RoW Africa,Hotels and restaurants,Utilities,cyan,France,Public administration and defence; social security,Services,384.925339018,2020
Australia,Hotels and restaurants,Utilities,cyan,RoW Asia and Pacific,Public administration and defence; social security,Services,384.836798726,2020
Luxembourg,Wholesale trade and commission trade,Utilities,cyan,Germany,Manufacture of motor vehicles,Manufacture and production,384.090086485,2020
France,"Retail trade, except of motor vehicles",Utilities,cyan,Ireland,Construction,Utilities,384.043156724,2020
USA,Wholesale trade and commission trade,Utilities,cyan,Japan,Wholesale trade and commission trade,Utilities,383.42830606,2020
RoW Middle East,Wholesale trade and commission trade,Utilities,cyan,China,Manufacture of rubber and plastic products,Manufacture and production,379.378394992,2020
Belgium,Construction,Utilities,cyan,France,Construction,Utilities,363.897848809,2020
Spain,Hotels and restaurants,Utilities,cyan,France,Other service activities,Services,358.120930497,2020
Netherlands,"Retail trade, except of motor vehicles",Utilities,cyan,Ireland,Construction,Utilities,354.858776968,2020
RoW Asia and Pacific,Wholesale trade and commission trade,Utilities,cyan,China,Manufacture of electrical machinery,Manufacture and production,351.388886475,2020
Belgium,Transport via railways,Utilities,cyan,France,Transport via railways,Utilities,351.355326906,2020
Japan,Hotels and restaurants,Utilities,cyan,China,Public administration and defence; social security,Services,350.829567512,2020
RoW Asia and Pacific,"Retail trade, except of motor vehicles",Utilities,cyan,China,Paper,Manufacture and production,347.16222725,2020
