latitude,longitude,year
66.42,94.25,1997
,,1997
54.8244,8.382,1997
60.5,14.0,1997
,,1997
22.5444,42.502,1997
54.6,-2.0,1997
,,1997
63.8244,9.382,1997
52.32,5.55,1997
,,1997
63.8244,9.382,1997
47.0,2.0,1997
,,1997
42.0056,-100.198,1997
-13.0,-53.0,1997
,,1997
42.0056,-100.198,1997
60.0,-106.0,1997
,,1997
61.1756,-107.618,1997
40.83,-98.58,1997
,,1997
36.1756,134.382,1997
40.83,-98.58,1997
,,1997
24.1756,-103.618,1997
40.83,-98.58,1997
,,1997
42.0056,-100.198,1997
23.0,-102.0,1997
,,1997
36.1756,134.382,1997
40.83,-98.58,1997
,,1997
42.0056,-100.198,1997
23.0,-102.0,1997
,,1997
37.0156,101.832,1997
14.0,101.0,1997
,,1997
52.1756,8.382,1997
54.6,-2.0,1997
,,1997
42.0056,-100.198,1997
35.0,136.0,1997
,,1997
36.1756,134.382,1997
40.83,-98.58,1997
,,1997
24.1756,-103.618,1997
40.83,-98.58,1997
,,1997
42.0056,-100.198,1997
60.0,-106.0,1997
,,1997
61.1756,-107.618,1997
40.83,-98.58,1997
,,1997
15.1756,99.382,1997
35.0,136.0,1997
,,1997
36.1756,134.382,1997
40.83,-98.58,1997
,,1997
42.0056,-100.198,1997
23.0,-102.0,1997
,,1997
48.1756,0.382,1997
54.6,-2.0,1997
,,1997
52.1756,8.382,1997
40.83,-98.58,1997
,,1997
36.1756,134.382,1997
14.0,101.0,1997
,,1997
42.0056,-100.198,1997
35.0,136.0,1997
,,1997
61.1756,-107.618,1997
40.83,-98.58,1997
,,1997
36.1756,134.382,1997
40.83,-98.58,1997
,,1997
15.1756,99.382,1997
40.83,-98.58,1997
,,1997
25.1756,119.382,1997
40.83,-98.58,1997
,,1997
61.1756,-107.618,1997
40.83,-98.58,1997
,,1997
15.1756,99.382,1997
40.83,-98.58,1997
,,1997
52.1756,8.382,1997
50.64,4.67,1997
,,1997
42.0056,-100.198,1997
35.0,136.0,1997
,,1997
42.0056,-100.198,1997
23.0,-102.0,1997
,,1997
42.0056,-100.198,1997
60.0,-106.0,1997
,,1997
42.0056,-100.198,1997
23.0,-102.0,1997
,,1997
24.1756,-103.618,1997
40.83,-98.58,1997
,,1997
48.1756,0.382,1997
51.0,10.0,1997
,,1997
48.1756,0.382,1997
40.2,-3.5,1997
,,1997
37.0156,101.832,1997
40.83,-98.58,1997
,,1997
36.1756,134.382,1997
4.0,-73.25,1997
,,1997
5.1756,-74.868,1997
-13.0,-53.0,1997
,,1997
52.1756,8.382,1997
47.0,2.0,1997
,,1997
15.1756,99.382,1997
35.0,136.0,1997
,,1997
42.0056,-100.198,1997
54.6,-2.0,1997
,,1997
42.0056,-100.198,1997
54.6,-2.0,1997
,,1997
61.1756,-107.618,1997
40.83,-98.58,1997
,,1997
36.1756,134.382,1997
24.0,121.0,1997
,,1997
15.1756,99.382,1997
40.83,-98.58,1997
,,1997
42.0056,-100.198,1997
46.8,8.23,1997
,,1997
42.0056,-100.198,1997
54.6,-2.0,1997
,,1997
15.1756,99.382,1997
24.0,121.0,1997
,,1997
36.1756,134.382,1997
36.0,128.0,1997
,,1997
52.1756,8.382,1997
35.0,136.0,1997
,,1997
37.1756,126.382,1997
40.83,-98.58,1997
,,1997
36.1756,134.382,1997
40.83,-98.58,1997
,,1997
37.0156,101.832,1997
14.0,101.0,1997
,,1997
52.1756,8.382,1997
47.0,2.0,1997
,,1997
51.8156,3.052,1997
54.6,-2.0,1997
,,1997
36.1756,134.382,1997
60.0,-106.0,1997
,,1997
42.0056,-100.198,1997
23.0,-102.0,1997
,,1997
42.0056,-100.198,1997
35.0,136.0,1997
,,1997
36.1756,134.382,1997
14.0,101.0,1997
,,1997
36.1756,134.382,1997
24.0,121.0,1997
,,1997
61.1756,-107.618,1997
40.83,-98.58,1997
,,1997
42.0056,-100.198,1997
60.0,-106.0,1997
,,1997
15.1756,99.382,1997
36.0,128.0,1997
,,1997
36.1756,134.382,1997
14.0,101.0,1997
,,1997
42.0056,-100.198,1997
60.0,-106.0,1997
,,1997
15.1756,99.382,1997
35.84,103.45,1997
,,1997
37.0156,101.832,1997
14.0,101.0,1997
,,1997
55.7756,-3.618,1997
51.0,10.0,1997
,,1997
52.1756,8.382,1997
60.5,14.0,1997
,,1997
42.0056,-100.198,1997
51.0,10.0,1997
,,1997
36.1756,134.382,1997
14.0,101.0,1997
,,1997
0.1756,113.382,1997
35.0,136.0,1997
,,1997
36.1756,134.382,1997
-1.0,115.0,1997
,,1997
24.1756,-103.618,1997
40.83,-98.58,1997
,,1997
24.1756,-103.618,1997
40.83,-98.58,1997
,,1997
42.0056,-100.198,1997
47.0,2.0,1997
,,1997
42.0056,-100.198,1997
36.0,128.0,1997
,,1997
51.8156,3.052,1997
51.0,10.0,1997
,,1997
43.6756,10.882,1997
14.0,101.0,1997
,,1997
36.1756,134.382,1997
40.83,-98.58,1997
,,1997
42.0056,-100.198,1997
60.0,-106.0,1997
,,1997
41.3756,-5.118,1997
47.0,2.0,1997
,,1997
55.7756,-3.618,1997
40.83,-98.58,1997
,,1997
42.0056,-100.198,1997
35.0,136.0,1997
,,1997
67.5956,92.632,1997
24.0,121.0,1997
,,1997
61.1756,-107.618,1997
40.83,-98.58,1997
,,1997
42.0056,-100.198,1997
35.0,136.0,1997
,,1997
42.0056,-100.198,1997
4.0,-73.25,1997
,,1997
52.1756,8.382,1997
40.2,-3.5,1997
,,1997
36.1756,134.382,1997
40.83,-98.58,1997
,,1997
36.1756,134.382,1997
24.0,121.0,1997
,,1997
36.1756,134.382,1997
40.83,-98.58,1997
,,1997
42.0056,-100.198,1997
14.0,101.0,1997
,,1997
15.1756,99.382,1997
54.6,-2.0,1997
,,1997
5.1756,-74.868,1997
40.83,-98.58,1997
,,1997
15.1756,99.382,1997
24.0,121.0,1997
,,1997
42.0056,-100.198,1997
23.0,-102.0,1997
,,1997
42.0056,-100.198,1997
60.0,-106.0,1997
,,1997
15.1756,99.382,1997
35.0,136.0,1997
,,1997
2.098,-72.632,1997
35.84,103.45,1997
,,1997
12.098,101.618,1997
35.0,136.0,1997
,,1997
12.098,101.618,1997
40.83,-98.58,1997
,,1997
12.098,101.618,1997
36.0,128.0,1997
,,1997
12.098,101.618,1997
36.0,128.0,1997
,,1997
12.098,101.618,1997
40.83,-98.58,1997
,,1997
12.098,101.618,1997
40.83,-98.58,1997
,,1997
12.098,101.618,1997
40.83,-98.58,1997
,,1997
12.098,101.618,1997
36.0,128.0,1997
,,1997
12.098,101.618,1997
36.0,128.0,1997
,,1997
12.098,101.618,1997
51.0,10.0,1997
,,1997
38.928,-97.962,1997
51.0,10.0,1997
,,1997
12.098,101.618,1997
54.6,-2.0,1997
,,1997
12.098,101.618,1997
54.6,-2.0,1997
,,1997
45.098,2.618,1997
40.83,-98.58,1997
,,1997
12.098,101.618,1997
40.83,-98.58,1997
,,1997
12.098,101.618,1997
36.0,128.0,1997
,,1997
12.098,101.618,1997
40.83,-98.58,1997
,,1997
12.098,101.618,1997
40.83,-98.58,1997
,,1997
38.928,-97.962,1997
51.0,10.0,1997
,,1997
12.098,101.618,1997
36.0,128.0,1997
,,1997
38.298,-2.882,1997
40.83,-98.58,1997
,,1997
12.098,101.618,1997
40.83,-98.58,1997
,,1997
40.598,13.118,1997
40.83,-98.58,1997
,,1997
45.098,2.618,1997
40.83,-98.58,1997
,,1997
12.098,101.618,1997
40.83,-98.58,1997
,,1997
38.928,-97.962,1997
51.0,10.0,1997
,,1997
12.098,101.618,1997
40.83,-98.58,1997
,,1997
2.098,-72.632,1997
40.83,-98.58,1997
,,1997
12.098,101.618,1997
40.83,-98.58,1997
,,1997
12.098,101.618,1997
42.5,12.5,1997
,,1997
38.928,-97.962,1997
51.0,10.0,1997
,,1997
12.098,101.618,1997
36.0,128.0,1997
,,1997
12.098,101.618,1997
40.83,-98.58,1997
,,1997
12.098,101.618,1997
40.83,-98.58,1997
,,1997
38.928,-97.962,1997
51.0,10.0,1997
,,1997
38.298,-2.882,1997
40.83,-98.58,1997
,,1997
49.098,10.618,1997
35.0,136.0,1997
,,1997
38.928,-97.962,1997
47.0,2.0,1997
,,1997
38.928,-97.962,1997
47.0,2.0,1997
,,1997
12.098,101.618,1997
40.83,-98.58,1997
,,1997
12.098,101.618,1997
36.0,128.0,1997
,,1997
12.098,101.618,1997
-29.0,24.0,1997
,,1997
40.598,13.118,1997
40.83,-98.58,1997
,,1997
12.098,101.618,1997
47.0,2.0,1997
,,1997
12.098,101.618,1997
47.0,2.0,1997
,,1997
2.098,-72.632,1997
40.83,-98.58,1997
,,1997
12.098,101.618,1997
53.0,-8.0,1997
,,1997
38.928,-97.962,1997
51.0,10.0,1997
,,1997
38.928,-97.962,1997
35.84,103.45,1997
,,1997
12.098,101.618,1997
35.84,103.45,1997
,,1997
12.098,101.618,1997
35.84,103.45,1997
,,1997
12.098,101.618,1997
35.84,103.45,1997
,,1997
45.098,2.618,1997
40.83,-98.58,1997
,,1997
38.928,-97.962,1997
51.0,10.0,1997
,,1997
12.098,101.618,1997
52.0,19.0,1997
,,1997
45.098,2.618,1997
40.83,-98.58,1997
,,1997
52.698,-1.382,1997
40.83,-98.58,1997
,,1997
38.928,-97.962,1997
51.0,10.0,1997
,,1997
38.928,-97.962,1997
51.0,10.0,1997
,,1997
12.098,101.618,1997
40.83,-98.58,1997
,,1997
38.928,-97.962,1997
47.0,2.0,1997
,,1997
45.098,2.618,1997
40.83,-98.58,1997
,,1997
12.098,101.618,1997
42.5,12.5,1997
,,1997
38.928,-97.962,1997
51.0,10.0,1997
,,1997
45.098,2.618,1997
40.83,-98.58,1997
,,1997
12.098,101.618,1997
47.0,2.0,1997
,,1997
12.098,101.618,1997
35.84,103.45,1997
,,1997
12.098,101.618,1997
66.42,94.25,1997
,,1997
38.928,-97.962,1997
36.0,128.0,1997
,,1997
38.298,-2.882,1997
40.83,-98.58,1997
,,1997
12.098,101.618,1997
52.32,5.55,1997
,,1997
38.928,-97.962,1997
51.0,10.0,1997
,,1997
12.098,101.618,1997
40.83,-98.58,1997
,,1997
12.098,101.618,1997
47.0,2.0,1997
,,1997
49.098,10.618,1997
40.83,-98.58,1997
,,1997
38.298,-2.882,1997
40.83,-98.58,1997
,,1997
45.098,2.618,1997
40.83,-98.58,1997
,,1997
38.928,-97.962,1997
51.0,10.0,1997
,,1997
40.598,13.118,1997
40.83,-98.58,1997
,,1997
12.098,101.618,1997
51.0,10.0,1997
,,1997
38.928,-97.962,1997
47.0,2.0,1997
,,1997
21.818,44.738,1997
52.0,19.0,1997
,,1997
52.698,-1.382,1997
35.0,136.0,1997
,,1997
38.928,-97.962,1997
36.0,128.0,1997
,,1997
40.598,13.118,1997
40.83,-98.58,1997
,,1997
38.298,-2.882,1997
40.83,-98.58,1997
,,1997
50.418,6.168,1997
35.0,136.0,1997
,,1997
38.928,-97.962,1997
54.6,-2.0,1997
,,1997
38.928,-97.962,1997
54.6,-2.0,1997
,,1997
52.698,-1.382,1997
40.83,-98.58,1997
,,1997
2.098,-72.632,1997
40.83,-98.58,1997
,,1997
12.098,101.618,1997
52.32,5.55,1997
,,1997
38.928,-97.962,1997
51.0,10.0,1997
,,1997
12.098,101.618,1997
40.83,-98.58,1997
,,1997
12.098,101.618,1997
47.0,2.0,1997
,,1997
49.098,10.618,1997
35.0,136.0,1997
,,1997
2.098,-72.632,1997
40.83,-98.58,1997
,,1997
12.098,101.618,1997
40.83,-98.58,1997
,,1997
38.928,-97.962,1997
35.0,136.0,1997
,,1997
51.672,6.748,1997
40.83,-98.58,1997
,,1997
56.502,-1.382,1997
40.83,-98.58,1997
,,1997
5.902,-72.632,1997
40.83,-98.58,1997
,,1997
42.732,-97.962,1997
51.0,10.0,1997
,,1997
56.502,-1.382,1997
40.83,-98.58,1997
,,1997
15.902,101.618,1997
35.0,136.0,1997
,,1997
42.732,-97.962,1997
35.0,136.0,1997
,,1997
56.502,-1.382,1997
40.83,-98.58,1997
,,1997
42.732,-97.962,1997
51.0,10.0,1997
,,1997
48.702,8.848,1997
40.83,-98.58,1997
,,1997
42.732,-97.962,1997
35.0,136.0,1997
,,1997
56.502,-1.382,1997
40.83,-98.58,1997
,,1997
15.902,101.618,1997
35.84,103.45,1997
,,1997
15.902,101.618,1997
49.77,6.13,1997
,,1997
42.732,-97.962,1997
54.6,-2.0,1997
,,1997
15.902,101.618,1997
40.83,-98.58,1997
,,1997
15.902,101.618,1997
40.83,-98.58,1997
,,1997
42.732,-97.962,1997
47.0,2.0,1997
,,1997
42.732,-97.962,1997
53.0,-8.0,1997
,,1997
36.902,136.618,1997
40.83,-98.58,1997
,,1997
52.902,10.618,1997
40.83,-98.58,1997
,,1997
42.732,-97.962,1997
35.84,103.45,1997
,,1997
25.622,44.738,1997
35.84,103.45,1997
,,1997
42.732,-97.962,1997
14.0,101.0,1997
,,1997
66.902,11.618,1997
35.0,136.0,1997
,,1997
15.902,101.618,1997
40.83,-98.58,1997
,,1997
56.502,-1.382,1997
40.83,-98.58,1997
,,1997
56.502,-1.382,1997
40.83,-98.58,1997
,,1997
15.902,101.618,1997
40.83,-98.58,1997
,,1997
15.902,101.618,1997
40.83,-98.58,1997
,,1997
56.502,-1.382,1997
40.83,-98.58,1997
,,1997
42.732,-97.962,1997
51.0,10.0,1997
,,1997
42.732,-97.962,1997
35.0,136.0,1997
,,1997
56.502,-1.382,1997
40.83,-98.58,1997
,,1997
56.502,-1.382,1997
40.83,-98.58,1997
,,1997
42.732,-97.962,1997
53.0,-8.0,1997
,,1997
52.902,10.618,1997
35.84,103.45,1997
,,1997
56.502,-1.382,1997
40.83,-98.58,1997
,,1997
52.902,10.618,1997
35.0,136.0,1997
,,1997
15.902,101.618,1997
49.0,32.0,1997
,,1997
15.902,101.618,1997
40.83,-98.58,1997
,,1997
42.732,-97.962,1997
51.0,10.0,1997
,,1997
48.902,2.618,1997
35.84,103.45,1997
,,1997
56.502,-1.382,1997
40.83,-98.58,1997
,,1997
56.502,-1.382,1997
35.84,103.45,1997
,,1997
42.732,-97.962,1997
51.0,10.0,1997
,,1997
56.502,-1.382,1997
35.0,136.0,1997
,,1997
48.702,8.848,1997
40.83,-98.58,1997
,,1997
15.902,101.618,1997
52.32,5.55,1997
,,1997
15.902,101.618,1997
-29.0,24.0,1997
,,1997
56.502,-1.382,1997
40.83,-98.58,1997
,,1997
42.732,-97.962,1997
51.0,10.0,1997
,,1997
52.902,10.618,1997
40.83,-98.58,1997
,,1997
54.222,6.168,1997
35.0,136.0,1997
,,1997
56.502,-1.382,1997
14.0,101.0,1997
,,1997
42.732,-97.962,1997
35.0,136.0,1997
,,1997
61.902,-105.382,1997
35.84,103.45,1997
,,1997
56.502,-1.382,1997
40.83,-98.58,1997
,,1997
15.902,101.618,1997
51.0,10.0,1997
,,1997
42.732,-97.962,1997
23.72,44.12,1997
,,1997
42.732,-97.962,1997
51.0,10.0,1997
,,1997
24.902,-101.382,1997
40.83,-98.58,1997
,,1997
42.732,-97.962,1997
51.0,10.0,1997
,,1997
42.732,-97.962,1997
51.0,10.0,1997
,,1997
5.902,-72.632,1997
40.83,-98.58,1997
,,1997
36.902,136.618,1997
40.83,-98.58,1997
,,1997
42.732,-97.962,1997
14.0,101.0,1997
,,1997
42.732,-97.962,1997
54.6,-2.0,1997
,,1997
42.732,-97.962,1997
51.0,10.0,1997
,,1997
42.732,-97.962,1997
4.0,-73.25,1997
,,1997
42.732,-97.962,1997
54.6,-2.0,1997
,,1997
42.732,-97.962,1997
14.0,101.0,1997
,,1997
15.902,101.618,1997
56.0,10.0,1997
,,1997
42.732,-97.962,1997
23.72,44.12,1997
,,1997
25.622,44.738,1997
40.83,-98.58,1997
,,1997
15.902,101.618,1997
40.83,-98.58,1997
,,1997
42.732,-97.962,1997
53.0,-8.0,1997
,,1997
48.902,2.618,1997
40.83,-98.58,1997
,,1997
56.502,-1.382,1997
40.83,-98.58,1997
,,1997
5.902,-72.632,1997
40.83,-98.58,1997
,,1997
42.732,-97.962,1997
47.0,2.0,1997
,,1997
42.732,-97.962,1997
42.5,12.5,1997
,,1997
42.102,-2.882,1997
35.84,103.45,1997
,,1997
56.502,-1.382,1997
40.83,-98.58,1997
,,1997
15.902,101.618,1997
40.83,-98.58,1997
,,1997
36.902,136.618,1997
40.83,-98.58,1997
,,1997
42.732,-97.962,1997
52.32,5.55,1997
,,1997
52.902,10.618,1997
40.83,-98.58,1997
,,1997
42.732,-97.962,1997
51.0,10.0,1997
,,1997
48.902,2.618,1997
40.83,-98.58,1997
,,1997
42.732,-97.962,1997
51.0,10.0,1997
,,1997
42.732,-97.962,1997
9.0,8.0,1997
,,1997
36.902,136.618,1997
40.83,-98.58,1997
,,1997
15.902,101.618,1997
49.77,6.13,1997
,,1997
48.902,2.618,1997
40.83,-98.58,1997
,,1997
42.732,-97.962,1997
54.6,-2.0,1997
,,1997
15.902,101.618,1997
47.0,2.0,1997
,,1997
15.902,101.618,1997
23.72,44.12,1997
,,1997
15.902,101.618,1997
49.0,32.0,1997
,,1997
42.732,-97.962,1997
35.0,136.0,1997
,,1997
9.0,10.0,1998
40.83,-98.58,1998
,,1998
40.83,-96.58,1998
35.0,136.0,1998
,,1998
14.0,103.0,1998
35.0,136.0,1998
,,1998
4.0,-71.25,1998
40.83,-98.58,1998
,,1998
60.0,-104.0,1998
40.83,-98.58,1998
,,1998
4.0,-71.25,1998
-13.0,-53.0,1998
,,1998
40.83,-96.58,1998
23.0,-102.0,1998
,,1998
40.83,-96.58,1998
23.72,44.12,1998
,,1998
4.0,-71.25,1998
40.83,-98.58,1998
,,1998
4.0,-71.25,1998
40.83,-98.58,1998
,,1998
23.0,-100.0,1998
40.83,-98.58,1998
,,1998
40.83,-96.58,1998
35.0,136.0,1998
,,1998
4.0,-71.25,1998
40.83,-98.58,1998
,,1998
14.0,103.0,1998
35.0,136.0,1998
,,1998
4.0,-71.25,1998
23.72,44.12,1998
,,1998
14.0,103.0,1998
40.83,-98.58,1998
,,1998
24.0,123.0,1998
14.0,101.0,1998
,,1998
40.83,-96.58,1998
23.0,-102.0,1998
,,1998
40.83,-96.58,1998
35.0,136.0,1998
,,1998
40.83,-96.58,1998
36.0,128.0,1998
,,1998
14.0,103.0,1998
36.0,128.0,1998
,,1998
40.83,-96.58,1998
35.0,136.0,1998
,,1998
4.0,-71.25,1998
23.72,44.12,1998
,,1998
35.84,105.45,1998
14.0,101.0,1998
,,1998
40.83,-96.58,1998
4.0,-73.25,1998
,,1998
40.83,-96.58,1998
14.0,101.0,1998
,,1998
14.0,103.0,1998
35.84,103.45,1998
,,1998
40.83,-96.58,1998
23.0,-102.0,1998
,,1998
40.83,-96.58,1998
4.0,-73.25,1998
,,1998
40.83,-96.58,1998
23.0,-102.0,1998
,,1998
14.0,103.0,1998
35.0,136.0,1998
,,1998
9.0,10.0,1998
40.83,-98.58,1998
,,1998
4.0,-71.25,1998
35.0,136.0,1998
,,1998
40.83,-96.58,1998
23.72,44.12,1998
,,1998
60.0,-104.0,1998
40.83,-98.58,1998
,,1998
14.0,103.0,1998
35.0,136.0,1998
,,1998
47.0,4.0,1998
42.5,12.5,1998
,,1998
40.83,-96.58,1998
24.0,121.0,1998
,,1998
60.0,-104.0,1998
24.0,121.0,1998
,,1998
40.83,-96.58,1998
60.0,-106.0,1998
,,1998
14.0,103.0,1998
40.83,-98.58,1998
,,1998
60.0,-104.0,1998
40.83,-98.58,1998
,,1998
66.42,96.25,1998
35.0,136.0,1998
,,1998
4.0,-71.25,1998
52.32,5.55,1998
,,1998
14.0,103.0,1998
50.64,4.67,1998
,,1998
4.0,-71.25,1998
-13.0,-53.0,1998
,,1998
40.83,-96.58,1998
14.0,101.0,1998
,,1998
4.0,-71.25,1998
40.83,-98.58,1998
,,1998
40.83,-96.58,1998
40.2,-3.5,1998
,,1998
40.83,-96.58,1998
36.0,128.0,1998
,,1998
14.0,103.0,1998
24.0,121.0,1998
,,1998
60.0,-104.0,1998
35.0,136.0,1998
,,1998
47.0,4.0,1998
54.6,-2.0,1998
,,1998
9.0,10.0,1998
51.0,10.0,1998
,,1998
4.0,-71.25,1998
-13.0,-53.0,1998
,,1998
40.83,-96.58,1998
23.0,-102.0,1998
,,1998
52.32,7.55,1998
51.0,10.0,1998
,,1998
23.72,46.12,1998
42.5,12.5,1998
,,1998
23.72,46.12,1998
39.0,36.0,1998
,,1998
-13.0,-51.0,1998
24.0,121.0,1998
,,1998
40.83,-96.58,1998
14.0,101.0,1998
,,1998
4.0,-71.25,1998
40.83,-98.58,1998
,,1998
4.0,-71.25,1998
40.83,-98.58,1998
,,1998
60.0,-104.0,1998
40.83,-98.58,1998
,,1998
14.0,103.0,1998
40.83,-98.58,1998
,,1998
60.0,-104.0,1998
40.83,-98.58,1998
,,1998
40.83,-96.58,1998
4.0,-73.25,1998
,,1998
49.0,34.0,1998
36.0,128.0,1998
,,1998
4.0,-71.25,1998
51.0,10.0,1998
,,1998
-25.5,137.0,1998
14.0,101.0,1998
,,1998
35.84,105.45,1998
36.0,128.0,1998
,,1998
9.0,10.0,1998
40.83,-98.58,1998
,,1998
66.42,96.25,1998
65.0,27.0,1998
,,1998
40.83,-96.58,1998
36.0,128.0,1998
,,1998
4.0,-71.25,1998
40.83,-98.58,1998
,,1998
23.0,-100.0,1998
40.83,-98.58,1998
,,1998
47.0,4.0,1998
50.64,4.67,1998
,,1998
40.83,-96.58,1998
35.0,136.0,1998
,,1998
40.83,-96.58,1998
4.0,-73.25,1998
,,1998
40.83,-96.58,1998
52.32,5.55,1998
,,1998
40.2,-1.5,1998
51.0,10.0,1998
,,1998
4.0,-71.25,1998
40.83,-98.58,1998
,,1998
40.83,-96.58,1998
23.0,-102.0,1998
,,1998
-1.0,117.0,1998
40.83,-98.58,1998
,,1998
23.0,-100.0,1998
40.83,-98.58,1998
,,1998
47.0,4.0,1998
23.72,44.12,1998
,,1998
9.0,10.0,1998
52.32,5.55,1998
,,1998
4.0,-71.25,1998
50.64,4.67,1998
,,1998
42.5,14.5,1998
51.0,10.0,1998
,,1998
14.0,103.0,1998
40.83,-98.58,1998
,,1998
14.0,103.0,1998
22.8,80.0,1998
,,1998
47.0,4.0,1998
51.0,10.0,1998
,,1998
40.83,-96.58,1998
36.0,128.0,1998
,,1998
9.0,10.0,1998
52.32,5.55,1998
,,1998
4.0,-71.25,1998
52.32,5.55,1998
,,1998
9.0,10.0,1998
47.0,2.0,1998
,,1998
4.0,-71.25,1998
40.83,-98.58,1998
,,1998
40.83,-96.58,1998
14.0,101.0,1998
,,1998
-25.5,137.0,1998
-1.0,115.0,1998
,,1998
40.83,-96.58,1998
35.0,136.0,1998
,,1998
39.6544,-100.198,1998
42.5,12.5,1998
,,1998
2.8244,-74.868,1998
40.83,-98.58,1998
,,1998
22.5444,42.502,1998
35.0,136.0,1998
,,1998
58.8244,-107.618,1998
40.83,-98.58,1998
,,1998
21.8244,-103.618,1998
40.83,-98.58,1998
,,1998
22.5444,42.502,1998
40.83,-98.58,1998
,,1998
22.5444,42.502,1998
36.0,128.0,1998
,,1998
7.8244,6.382,1998
40.83,-98.58,1998
,,1998
22.5444,42.502,1998
35.0,136.0,1998
,,1998
22.5444,42.502,1998
14.0,101.0,1998
,,1998
22.5444,42.502,1998
47.0,2.0,1998
,,1998
22.5444,42.502,1998
42.5,12.5,1998
,,1998
53.4244,-3.618,1998
51.0,10.0,1998
,,1998
53.4244,-3.618,1998
40.83,-98.58,1998
,,1998
53.4244,-3.618,1998
47.0,2.0,1998
,,1998
63.8244,9.382,1998
54.6,-2.0,1998
,,1998
65.2444,92.632,1998
51.0,10.0,1998
,,1998
65.2444,92.632,1998
4.0,-73.25,1998
,,1998
7.8244,6.382,1998
42.5,12.5,1998
,,1998
65.2444,92.632,1998
49.0,32.0,1998
,,1998
22.5444,42.502,1998
22.8,80.0,1998
,,1998
22.5444,42.502,1998
52.32,5.55,1998
,,1998
53.4244,-3.618,1998
52.32,5.55,1998
,,1998
65.2444,92.632,1998
52.0,19.0,1998
,,1998
65.2444,92.632,1998
42.5,12.5,1998
,,1998
12.8244,99.382,1998
-25.5,135.0,1998
,,1998
65.2444,92.632,1998
46.8,8.23,1998
,,1998
22.5444,42.502,1998
40.2,-3.5,1998
,,1998
2.8244,-74.868,1998
-13.0,-53.0,1998
,,1998
12.8244,99.382,1998
35.0,136.0,1998
,,1998
-2.1756,113.382,1998
35.0,136.0,1998
,,1998
63.8244,9.382,1998
52.32,5.55,1998
,,1998
7.8244,6.382,1998
40.2,-3.5,1998
,,1998
22.5444,42.502,1998
24.0,121.0,1998
,,1998
22.5444,42.502,1998
35.84,103.45,1998
,,1998
22.5444,42.502,1998
38.5,23.0,1998
,,1998
-2.1756,113.382,1998
-25.5,135.0,1998
,,1998
7.8244,6.382,1998
47.0,2.0,1998
,,1998
39.6544,-100.198,1998
60.0,-106.0,1998
,,1998
-2.1756,113.382,1998
14.0,101.0,1998
,,1998
7.8244,6.382,1998
51.0,10.0,1998
,,1998
22.5444,42.502,1998
39.0,36.0,1998
,,1998
21.8244,-103.618,1998
4.0,-73.25,1998
,,1998
63.8244,9.382,1998
60.0,-106.0,1998
,,1998
12.8244,99.382,1998
66.42,94.25,1998
,,1998
12.8244,99.382,1998
36.0,128.0,1998
,,1998
63.8244,9.382,1998
47.0,2.0,1998
,,1998
22.5444,42.502,1998
51.0,10.0,1998
,,1998
2.8244,-74.868,1998
60.0,-106.0,1998
,,1998
12.8244,99.382,1998
35.0,136.0,1998
,,1998
-26.6756,133.382,1998
35.0,136.0,1998
,,1998
34.6644,101.832,1998
35.0,136.0,1998
,,1998
51.1444,3.932,1998
50.64,4.67,1998
,,1998
12.8244,99.382,1998
66.42,94.25,1998
,,1998
12.8244,99.382,1998
40.83,-98.58,1998
,,1998
22.5444,42.502,1998
35.0,136.0,1998
,,1998
-2.1756,113.382,1998
24.0,121.0,1998
,,1998
39.6544,-100.198,1998
60.0,-106.0,1998
,,1998
63.8244,9.382,1998
40.83,-98.58,1998
,,1998
-26.6756,133.382,1998
22.8,80.0,1998
,,1998
2.8244,-74.868,1998
35.0,136.0,1998
,,1998
63.8244,9.382,1998
60.5,14.0,1998
,,1998
12.8244,99.382,1998
54.6,-2.0,1998
,,1998
7.8244,6.382,1998
22.8,80.0,1998
,,1998
12.8244,99.382,1998
-1.0,115.0,1998
,,1998
63.8244,9.382,1998
47.0,2.0,1998
,,1998
63.8244,9.382,1998
51.0,10.0,1998
,,1998
63.8244,9.382,1998
47.0,2.0,1998
,,1998
-26.6756,133.382,1998
35.0,136.0,1998
,,1998
65.2444,92.632,1998
49.5,16.0,1998
,,1998
65.2444,92.632,1998
55.2,24.0,1998
,,1998
21.8244,-103.618,1998
40.2,-3.5,1998
,,1998
-2.1756,113.382,1998
35.84,103.45,1998
,,1998
65.2444,92.632,1998
49.0,20.0,1998
,,1998
-2.1756,113.382,1998
36.0,128.0,1998
,,1998
-26.6756,133.382,1998
40.83,-98.58,1998
,,1998
7.8244,6.382,1998
-13.0,-53.0,1998
,,1998
-2.1756,113.382,1998
40.83,-98.58,1998
,,1998
-26.6756,133.382,1998
35.0,136.0,1998
,,1998
39.6544,-100.198,1998
-13.0,-53.0,1998
,,1998
22.5444,42.502,1998
38.7,-9.18,1998
,,1998
-26.6756,133.382,1998
35.0,136.0,1998
,,1998
12.8244,99.382,1998
35.0,136.0,1998
,,1998
39.6544,-100.198,1998
60.0,-106.0,1998
,,1998
12.8244,99.382,1998
49.0,32.0,1998
,,1998
53.4244,-3.618,1998
40.2,-3.5,1998
,,1998
22.5444,42.502,1998
40.2,-3.5,1998
,,1998
51.1444,3.932,1998
50.64,4.67,1998
,,1998
12.8244,99.382,1998
