,year,country,sector,gas,length_ratio,length
0,2007,Coke oven products,Other countries,,,
1,2007,Stone quarrying,Other countries,,,
2,2007,Glass prod.,Other countries,,,
3,2007,Precious metals,Other countries,,,
4,2007,Iron,Other countries,,,
5,2007,Other petroleum,Other countries,,,
6,2007,"Iron, steel and ferro-alloys",Other countries,,,
7,2007,Petroleum Refinery,Other countries,,,
8,2007,Chemical and fertilizer minerals,Other countries,,,
9,2007,Copper prod.,Other countries,,,
0,2007,"Coal, lignite and peat",Other countries,,,
1,2007,Glass reproc.,Other countries,,,
2,2007,Non-ferrous metals reproc.,Other countries,,,
3,2007,Machinery and furniture,Other countries,,,
4,2007,Precious metals prod.,Other countries,,,
5,2007,Ash reproc. into clinker,Other countries,,,
6,2007,Food Manufacture,Other countries,,,
7,2007,Other non-metallic products,Other countries,,,
8,2007,Wood and paper reproc.,Other countries,,,
9,2007,Plastic reproc.,Other countries,,,
0,2008,Fertilizers,Other countries,,,
1,2008,Non-ferrous metals,Other countries,,,
2,2008,Chemical and fertilizer minerals,Other countries,,,
3,2008,Petroleum elec. prod.,Other countries,,,
4,2008,Nickel,Other countries,,,
5,2008,Copper,Other countries,,,
6,2008,Iron,Other countries,,,
7,2008,"Lead, zinc and tin",Other countries,,,
8,2008,Biomass and waste elec. prod.,Other countries,,,
9,2008,Glass prod.,Other countries,,,
0,2008,Non-ferrous metals prod.,Other countries,,,
1,2008,Precious metals prod.,Other countries,,,
2,2008,"Lead, zinc and tin prod.",Other countries,,,
3,2008,"Iron, steel and ferro-alloys",Other countries,,,
4,2008,Petroleum Refinery,Other countries,,,
5,2008,Aluminium prod.,Other countries,,,
6,2008,Chemicals,Other countries,,,
7,2008,Precious metals,Other countries,,,
8,2008,Gas elec. prod.,Other countries,,,
9,2008,Gaseous fuels distribution,Other countries,,,
0,2009,Biomass and waste elec. prod.,Other countries,,,
1,2009,Petroleum elec. prod.,Other countries,,,
2,2009,Nickel,Other countries,,,
3,2009,Chemical and fertilizer minerals,Other countries,,,
4,2009,Iron,Other countries,,,
5,2009,Petroleum Refinery,Other countries,,,
6,2009,"Lead, zinc and tin",Other countries,,,
7,2009,Aluminium,Other countries,,,
8,2009,Glass prod.,Other countries,,,
9,2009,Wood and paper reproc.,Other countries,,,
0,2009,Crude Petroleum,Other countries,,,
1,2009,Non-ferrous metals,Other countries,,,
2,2009,Other petroleum,Other countries,,,
3,2009,Precious metals prod.,Other countries,,,
4,2009,Copper,Other countries,,,
5,2009,"Lead, zinc and tin prod.",Other countries,,,
6,2009,Copper reproc.,Other countries,,,
7,2009,Gaseous fuels distribution,Other countries,,,
8,2009,Precious metals,Other countries,,,
9,2009,Non-ferrous metals prod.,Other countries,,,
0,2010,"Lead, zinc and tin",Other countries,,,
1,2010,Biomass and waste elec. prod.,Other countries,,,
2,2010,Iron,Other countries,,,
3,2010,Nickel,Other countries,,,
4,2010,Petroleum Refinery,Other countries,,,
5,2010,Fertilizers,Other countries,,,
6,2010,Glass prod.,Other countries,,,
7,2010,Other petroleum,Other countries,,,
8,2010,Textile,Other countries,,,
9,2010,Coke oven products,Other countries,,,
0,2010,Petroleum elec. prod.,Other countries,,,
1,2010,Aluminium prod.,Other countries,,,
2,2010,"Lead, zinc and tin prod.",Other countries,,,
3,2010,Gas elec. prod.,Other countries,,,
4,2010,Plastic reproc.,Other countries,,,
5,2010,Other sources elec. prod.,Other countries,,,
6,2010,Non-ferrous metals prod.,Other countries,,,
7,2010,Non-ferrous metals,Other countries,,,
8,2010,Precious metals,Other countries,,,
9,2010,Gaseous fuels distribution,Other countries,,,
0,2011,Biomass and waste elec. prod.,Other countries,,,
1,2011,"Lead, zinc and tin",Other countries,,,
2,2011,Fertilizers,Other countries,,,
3,2011,Other petroleum,Other countries,,,
