,year,country,sector,gas,length_ratio,length
0,2000,Stone quarrying,Other countries,,,
1,2000,Glass prod.,Other countries,,,
2,2000,Other non-metallic products,Other countries,,,
3,2000,Wood and paper reproc.,Other countries,,,
4,2000,Machinery and furniture,Other countries,,,
5,2000,Plastic prod.,Other countries,,,
6,2000,Precious metals reproc.,Other countries,,,
7,2000,Recycling,Other countries,,,
8,2000,Casting of metals,Other countries,,,
9,2000,Steel reproc.,Other countries,,,
0,2000,Food Manufacture,Other countries,,,
1,2000,Textile,Other countries,,,
2,2000,Chemical and fertilizer minerals,Other countries,,,
3,2000,Coke oven products,Other countries,,,
4,2000,Petroleum Refinery,Other countries,,,
5,2000,"Iron, steel and ferro-alloys",Other countries,,,
6,2000,"Lead, zinc and tin",Other countries,,,
7,2000,Plastic reproc.,Other countries,,,
8,2000,"Coal, lignite and peat",Other countries,,,
9,2000,Other petroleum,Other countries,,,
0,2001,Non-ferrous metals prod.,Other countries,,,
1,2001,Plastic reproc.,Other countries,,,
2,2001,"Coal, lignite and peat",Other countries,,,
3,2001,Other sources elec. prod.,Other countries,,,
4,2001,Chemical and fertilizer minerals,Other countries,,,
5,2001,"Lead, zinc and tin prod.",Other countries,,,
6,2001,Copper prod.,Other countries,,,
7,2001,Fertilizers,Other countries,,,
8,2001,Geothermal elec. prod.,Other countries,,,
9,2001,Natural Gas,Other countries,,,
0,2001,Chemicals,Other countries,,,
1,2001,Copper reproc.,Other countries,,,
2,2001,Petroleum Refinery,Other countries,,,
3,2001,Iron,Other countries,,,
4,2001,Non-ferrous metals,Other countries,,,
5,2001,Petroleum elec. prod.,Other countries,,,
6,2001,Gas elec. prod.,Other countries,,,
7,2001,Nickel,Other countries,,,
8,2001,Biomass and waste elec. prod.,Other countries,,,
9,2001,Gaseous fuels distribution,Other countries,,,
0,2002,Plastic reproc.,Other countries,,,
1,2002,Aluminium,Other countries,,,
2,2002,Fertilizers,Other countries,,,
3,2002,Geothermal elec. prod.,Other countries,,,
4,2002,"Coal, lignite and peat",Other countries,,,
5,2002,"Tide, wave and ocean elec. prod.",Other countries,,,
6,2002,Precious metals reproc.,Other countries,,,
7,2002,Natural Gas,Other countries,,,
8,2002,Construction materials reproc.,Other countries,,,
9,2002,Solar thermal elec. prod.,Other countries,,,
0,2002,Wind elec. prod.,Other countries,,,
1,2002,Coal elec. prod.,Other countries,,,
2,2002,Precious metals,Other countries,,,
3,2002,Crude Petroleum,Other countries,,,
4,2002,Chemicals,Other countries,,,
5,2002,Copper reproc.,Other countries,,,
