,year,country,sector,all three fossil fuels,length_ratio,length
0,2015,Norway,Copper reproc.,-12.270317545568167,0.15607175415490035,-0.1704210770217801
1,2015,Norway,Ceramic goods,-11.524844483822124,0.14658974295267582,-0.1600672844975295
2,2015,Norway,Fertilizers,-10.557666812386469,0.13428776990268457,-0.1466342612831454
3,2015,Norway,Gaseous fuels distribution,-7.976726540799942,0.10145961577711975,-0.11078786862222142
4,2015,Norway,Hydro elec. prod.,-6.516089554616177,0.0828811090864299,-0.09050124381411358
5,2015,Norway,"Iron, steel and ferro-alloys",-5.0712926941101895,0.06450408016445988,-0.07043462075153041
6,2015,Norway,Chemicals,-4.719923690043615,0.06003485786302585,-0.06555449569505022
7,2015,Norway,Other sectors,-19.982858255777728,0.2541710700987038,-0.2775396979969129
8,2015,RoW Middle East,Gaseous fuels distribution,-9.895507518870248,0.45734044884480324,0.1652056932795423
9,2015,RoW Middle East,Iron,-6.3545653560465185,0.2936888043999735,0.10608959400353034
10,2015,RoW Middle East,Non-ferrous metals,-5.386997591658674,0.24897074675522324,0.08993603108562957
11,2015,RoW Middle East,Other sectors,47.645725389122,-0.6876992303884324,-0.2484184996343553
12,2015,India,Non-ferrous metals,-9.034134386604247,0.1458698555727037,-0.12547408870283677
13,2015,India,Gaseous fuels distribution,-6.322974574039748,0.10209405222847719,-0.0878190913061076
14,2015,India,Petroleum elec. prod.,-3.712941727701928,0.05995109773580912,-0.05156863510697122
15,2015,India,Construction products,-3.3595829434741526,0.05424558211971629,-0.04666087421491879
16,2015,India,Petroleum Refinery,-2.783105774099287,0.044937480442331264,-0.03865424686249009
17,2015,India,Other sectors,-36.720100323955464,0.5929019319009624,-0.5100013933882703
18,2015,Switzerland,Coke oven products,-23.490150377221404,0.2572241665307303,-0.32625208857251947
19,2015,Switzerland,Other petroleum,-8.677514705055769,0.09502137924713246,-0.12052103757021902
20,2015,Switzerland,Petroleum Refinery,-7.712203081249886,0.0844509284884743,-0.10711393168402619
21,2015,Switzerland,Other sources elec. prod.,-6.940037348049333,0.07599548295251443,-0.09638940761179629
22,2015,Switzerland,Gas elec. prod.,-6.872516885171544,0.07525611370588968,-0.09545162340516034
23,2015,Switzerland,Fertilizers,-5.938636692778217,0.06502984651430663,-0.08248106517747524
24,2015,Switzerland,Other sectors,-31.690649496572256,0.3470220825609522,-0.4401479096746147
25,2015,Austria,Natural Gas,-10.364203586196446,0.21213773547101275,-0.1439472720305062
26,2015,Austria,"Coal, lignite and peat",-9.888553066303349,0.20240197301454,-0.13734101480976874
27,2015,Austria,Petroleum elec. prod.,-9.777787797574078,0.20013479511884902,-0.13580260829963997
