,year,country,sector,all three fossil fuels,length_ratio,length
0,2020,RoW America,Gaseous fuels distribution,-30.221625954181775,0.5837122574441852,-0.4197448049191913
1,2020,RoW America,Petroleum Refinery,-8.536047412203278,0.16486854519944608,-0.11855621405837885
2,2020,RoW America,Coke oven products,-5.14649482855965,0.09940140609435688,-0.07147909484110625
3,2020,RoW America,Other sectors,-7.870701304127927,0.15201779126201184,-0.10931529589066565
4,2020,Estonia,Fertilizers,-20.398471371561698,0.7406243539899283,-0.28331210238280136
5,2020,Estonia,"Coal, lignite and peat",-3.348621749168136,0.1215812094229687,-0.046508635405113
6,2020,Estonia,Other sectors,-3.7951707295878627,0.13779443658710305,-0.0527107045776092
7,2020,Ireland,Natural Gas,-17.008799093506713,0.45819879387424267,-0.14701961064244004
8,2020,Ireland,Non-ferrous metals,-8.448027014920855,0.22758078142809635,-0.07302253590052901
9,2020,Ireland,Chemicals,-6.665267837047445,0.17955516241883443,-0.05761283185503617
10,2020,Ireland,"Coal, lignite and peat",-4.998909690721707,0.13466526227882658,-0.043209267881069616
11,2020,Ireland,Other sectors,14.018777904103331,-0.27412666776951344,0.0879574466388593
12,2020,Cyprus,Coke oven products,-5.5946357239070235,0.25955356437809685,-0.0777032739431531
13,2020,Cyprus,Coal elec. prod.,-5.52681416729314,0.2564070991514903,-0.0767613078790714
14,2020,Cyprus,Electricity distribution,-4.784714943032075,0.22197867373031424,-0.06645437420877882
15,2020,Cyprus,Other non-metallic products,-3.429556017663244,0.1591083910637896,-0.04763272246754506
16,2020,Cyprus,Other sectors,-2.219119811965353,0.10295227167630897,-0.03082110849951879
17,2020,RoW Europe,Iron,-10.523676320397254,1.0,-0.13672468869173118
18,2020,RoW Europe,Other sectors,0.6794987345926078,-0.06065233572244866,0.00829267172007816
19,2020,India,Non-ferrous metals,-3.521750003673362,0.38890130235249,-0.04860981070249041
20,2020,India,Gaseous fuels distribution,-2.9521243846212712,0.325998443015048,-0.04074741459699468
21,2020,India,Construction products,-2.581765133532782,0.2851002546324619,-0.03563544098485598
22,2020,India,Other sectors,0.05616754935485879,-0.006164260164429836,0.0007704873136224359
23,2020,Japan,Construction products,-3.5358566870019965,0.38934325291199456,-0.04331467968590943
24,2020,Japan,Coal elec. prod.,-2.298981214912189,0.25314737101418483,-0.028162802891277965
25,2020,Japan,Petroleum elec. prod.,-1.4652100608611978,0.16133845395718613,-0.017949003615467748
26,2020,Japan,Fertilizers,-1.0432062006703227,0.11487040668815349,-0.012779404378717135
27,2020,Japan,"Iron, steel and ferro-alloys",-0.7383381347550433,0.0813005154284809,-0.009044733041463474
28,2020,Japan,Other sectors,1.071547398076575,-0.10553852602554659,0.011741226835521555
