,year,country,sector,all three fossil fuels,length_ratio,length
0,2013,RoW Middle East,Natural Gas,-30.047394088085312,0.22465186309813692,-0.4173249178900738
1,2013,RoW Middle East,"Lead, zinc and tin",-20.034358884892114,0.14978856523376216,-0.2782549845123905
2,2013,RoW Middle East,Non-ferrous metals,-14.919072472267505,0.11154369715941626,-0.20720933989260423
3,2013,RoW Middle East,Petroleum elec. prod.,-11.564528472774853,0.08646316747616074,-0.16061845101076183
4,2013,RoW Middle East,Fertilizers,-7.717537888298342,0.057700819580363244,-0.10718802622636586
5,2013,RoW Middle East,Other sectors,-49.468031394169245,0.36985188745216074,-0.687055991585684
6,2013,South Africa,Natural Gas,-3.0999726480179346,0.21946641137030687,-0.04305517566691576
7,2013,South Africa,Nuclear elec. prod.,-1.687321300985619,0.11945600584339375,-0.02343501806924471
8,2013,South Africa,Petroleum elec. prod.,-1.2097968008285473,0.08564906614091618,-0.016802733344840934
9,2013,South Africa,Chemicals,-0.9644131213990921,0.06827682398011607,-0.013394626686098502
10,2013,South Africa,Other sectors,-7.163539813869823,0.5071516926652672,-0.09949360852596977
11,2013,Norway,Ceramic goods,-13.0727647443153,0.1001678169138893,-0.18156617700437916
12,2013,Norway,Glass prod.,-12.963347260803982,0.09932942421961961,-0.18004648973338863
13,2013,Norway,Fertilizers,-11.049982982039829,0.0846685987161112,-0.1534719858616643
14,2013,Norway,Copper reproc.,-10.153389958697316,0.07779860850631283,-0.14101930498190715
15,2013,Norway,Chemicals,-9.008278656960218,0.06902438962745587,-0.1251149813466697
16,2013,Norway,"Iron, steel and ferro-alloys",-6.674137990432364,0.05113943724676713,-0.09269636097822727
17,2013,Norway,Natural Gas,-6.095663176706822,0.04670697323751817,-0.08466198856537252
18,2013,Norway,Hydro elec. prod.,-5.968918677890045,0.04573581526132631,-0.0829016483040284
19,2013,Norway,Plastic prod.,-5.893610882240178,0.04515878219797796,-0.08185570669778024
20,2013,Norway,Gaseous fuels distribution,-5.686412931763699,0.043571163452120386,-0.07897795738560692
21,2013,Norway,Other sectors,-43.942124622915074,0.33669899062090114,-0.610307286429376
22,2013,Estonia,Aluminium,-21.62752150984486,0.22029322677886173,-0.30038224319228973
23,2013,Estonia,Fertilizers,-14.397597121765655,0.14665079058513716,-0.19996662669118964
24,2013,Estonia,Gas elec. prod.,-12.829531319379193,0.13067881361810205,-0.17818793499137767
25,2013,Estonia,Non-ferrous metals,-12.164560463996434,0.12390556521885823,-0.16895222866661713
26,2013,Estonia,Nickel,-10.464462135513939,0.10658873367843988,-0.14533975188213805
27,2013,Estonia,Petroleum elec. prod.,-5.692986388801876,0.05798752025406266,-0.07906925540002606
28,2013,Estonia,Other sectors,-20.999403148868126,0.2138953498665383,-0.2916583770676129
29,2013,Bulgaria,Steel reproc.,-27.76956219463705,0.23261708739174827,-0.38568836381440347
30,2013,Bulgaria,Petroleum Refinery,-15.170598745389126,0.1270794429313275,-0.21070276035262675
31,2013,Bulgaria,Biomass and waste elec. prod.,-13.865002393677461,0.11614286357455564,-0.19256947768996474
32,2013,Bulgaria,"Iron, steel and ferro-alloys",-7.826313827476842,0.06555862547638637,-0.10869880315940057
