,year,country,sector,coal,length_ratio,length
0,2004,Estonia,Iron,-40.48554708260947,0.2880696082441456,-0.5622992650362426
1,2004,Estonia,Aluminium,-34.15786959613882,0.24304584776726457,-0.47441485550192813
2,2004,Estonia,Coal elec. prod.,-32.23895250071438,0.22939204447780973,-0.4477632291765887
3,2004,Estonia,Non-ferrous metals,-25.120579295223088,0.17874219216243054,-0.34889693465587623
4,2004,Estonia,Other sectors,-8.537899723007627,0.060750307348349665,-0.11858194059732816
5,2004,Lithuania,Coal elec. prod.,-44.555513589873215,1.0,-0.3892611816470011
6,2004,Lithuania,Other sectors,16.52870851128914,-0.2705888352628234,0.10532972975489235
7,2004,Czechia,Iron,-44.256185832745885,0.18813587864381118,-0.6146692476770262
8,2004,Czechia,Nickel,-33.93903608795161,0.14427701471748414,-0.47137550122155003
9,2004,Czechia,Aluminium,-28.405274881676814,0.12075264163476769,-0.3945177066899557
10,2004,Czechia,"Lead, zinc and tin",-23.433283251197228,0.09961638697547377,-0.32546226737773926
11,2004,Czechia,Non-ferrous metals,-22.938282299538137,0.09751210624685755,-0.31858725416025185
12,2004,Czechia,Gaseous fuels distribution,-22.18852760074037,0.094324851033344,-0.3081739944547273
13,2004,Czechia,Other sectors,-60.074635521318584,0.2553811207482616,-0.8343699377960914
14,2004,Hungary,Non-ferrous metals,-45.12002473417282,1.0,0.45430657355884807
15,2004,Hungary,Other sectors,77.83009803040989,-0.6330217187292618,-0.28758592802422384
16,2004,Malta,Coal elec. prod.,-25.153813143555276,0.8314879897663793,-0.34935851588271216
17,2004,Malta,Other sectors,-5.097752066211214,0.1685120102336207,-0.07080211203071131
18,2004,Finland,Coal elec. prod.,-3.0690538262844633,1.0,1.3699262928237599
19,2004,Finland,Other sectors,101.70374690959517,-0.9707075328259936,-1.3297977718604117
20,2004,China,Coal elec. prod.,-30.225962340733272,0.6782915353747361,-0.41980503251018436
21,2004,China,Construction products,-6.8650712923195245,0.1540569558987768,-0.09534821239332673
22,2004,China,Electricity distribution,-5.189639782693378,0.11645911208924992,-0.0720783303151858
23,2004,China,Other sectors,-2.2812306688069697,0.051192396637237306,-0.03168375928898569
24,2004,Slovenia,Chemical and fertilizer minerals,-14.831352000063136,0.8491188073980582,-0.05937114229004401
25,2004,Slovenia,"Iron, steel and ferro-alloys",-2.6354051496349395,0.1508811926019418,-0.010549747192988517
26,2004,Slovenia,Other sectors,12.432453106919734,-0.4158120900256209,0.029073951192390212
27,2004,Japan,Coal elec. prod.,-72.65311905801761,1.0,-0.837291174831447
