,year,country,sector,all three fossil fuels,length_ratio,length
0,2002,Czechia,Gas elec. prod.,-22.01227386690133,0.1973200800641258,-0.30572602592918513
1,2002,Czechia,Other petroleum,-17.270853814068992,0.15481754760884384,-0.2398729696398471
2,2002,Czechia,"Lead, zinc and tin",-16.840305738930905,0.15095807442713652,-0.23389313526292924
3,2002,Czechia,Nickel,-15.282610438183438,0.13699474817935753,-0.2122584783081033
4,2002,Czechia,Aluminium,-10.770476817981981,0.09654756073376913,-0.1495899558053053
5,2002,Czechia,Non-ferrous metals,-10.044765930554577,0.09004222051874022,-0.13951063792436913
6,2002,Czechia,Petroleum elec. prod.,-9.146875928568946,0.08199345063009249,-0.12703994345234645
7,2002,Czechia,Other sectors,-10.188014918963006,0.0913263178379344,-0.14150020720781953
8,2002,Lithuania,Petroleum Refinery,-4.6973620903576645,0.5948157667377134,0.6590073766090019
9,2002,Lithuania,Coal elec. prod.,-3.199809358409574,0.40518423326228653,0.44891109741422286
10,2002,Lithuania,Other sectors,87.66730157843944,-0.9173628944040851,-1.0163632980937027
11,2002,Croatia,Petroleum elec. prod.,-28.029893604115873,0.31589827042636054,-0.3893040778349427
12,2002,Croatia,Petroleum Refinery,-25.39358274742652,0.28618691826439174,-0.3526886492698128
13,2002,Croatia,Construction products,-8.503743546615908,0.0958376052533726,-0.11810754925855428
14,2002,Croatia,Other sectors,-26.803540059104463,0.3020772060558752,-0.3722713897097842
15,2002,Bulgaria,"Iron, steel and ferro-alloys",-23.219193426178787,0.540592926923729,-0.3060691946909405
16,2002,Bulgaria,Steel reproc.,-11.553533838553331,0.2689911987663631,-0.15229559153478756
17,2002,Bulgaria,Other non-metallic products,-8.178617952284993,0.19041587430990786,-0.10780835339088243
18,2002,Bulgaria,Other sectors,2.1868791646211534,-0.04844849779936744,0.02743023810877631
19,2002,RoW America,Gaseous fuels distribution,-27.718438558276592,0.8018552243643401,0.23439999957593222
20,2002,RoW America,Petroleum Refinery,-6.849445663279749,0.19814477563565988,0.0579220960514295
21,2002,RoW America,Other sectors,55.61507510672638,-0.6166916180281596,-0.1802725861378201
22,2002,RoW Asia and Pacific,Other sectors,50.376401262216774,-1.0,-0.6996722397530107
23,2002,Slovakia,Processing Nuclear Fuel,-6.6984444171261694,0.21867969848632413,-0.02545483285442115
24,2002,Slovakia,Non-ferrous metals,-6.00523844198203,0.19604906005841352,-0.022820573146918714
25,2002,Slovakia,Biomass and waste elec. prod.,-5.743711874533278,0.18751117463987738,-0.021826743140002783
26,2002,Slovakia,Chemicals,-4.879498806879493,0.1592977804107212,-0.018542637485339217
27,2002,Slovakia,Coke oven products,-4.1232546734725055,0.13460917679214518,-0.0156688257741016
28,2002,Slovakia,Coal elec. prod.,-3.181156216605414,0.10385310961251863,-0.012088746988847088
29,2002,Slovakia,Other sectors,22.25033455454549,-0.42075727949347597,0.04897714006340281
30,2002,Portugal,Chemical and fertilizer minerals,-8.71968787775096,1.0,0.4886224129142043
31,2002,Portugal,Other sectors,43.90050160757367,-0.8342900707306876,-0.40765282743079073
32,2002,USA,Petroleum elec. prod.,-10.090841833468525,0.18907537045309908,-0.14015058102039618
33,2002,USA,Petroleum Refinery,-5.721240469387832,0.10720073498852357,-0.0794616731859421
34,2002,USA,Gaseous fuels distribution,-5.453330424801991,0.10218081774433838,-0.0757407003444721
35,2002,USA,Coal elec. prod.,-4.8725172177029865,0.09129793263835417,-0.06767385024587481
36,2002,USA,Water,-3.0065633324243057,0.056334950567095594,-0.041757824061448685
37,2002,USA,Coke oven products,-2.548251790106434,0.04774741881535703,-0.03539238597370047
38,2002,USA,Other sectors,-21.676669516815032,0.40616277479323215,-0.3010648544002088
39,2002,Denmark,Other petroleum,-11.638939607937063,0.5356177757578511,-0.10933641314579101
40,2002,Denmark,Coke oven products,-10.09099568308088,0.46438222424214887,-0.09479499939198333
41,2002,Denmark,Other sectors,7.032473588298192,-0.24450224658879116,0.04991058896482916
0,2002,Finland,Wind elec. prod.,10.332708511363933,0.4160012086372653,-0.2212265828145663
1,2002,Finland,Gas elec. prod.,6.2583715286463,0.2519658923073836,-0.13399372930569936
2,2002,Finland,Biomass and waste elec. prod.,4.701929631478382,0.18930258290661703,-0.10066981216614312
3,2002,Finland,Wood and paper reproc.,3.545159778094879,0.14273031614873402,-0.07590300088084549
4,2002,Finland,Other sectors,-63.12727446162581,-0.7176371954121588,0.38163452688449545
5,2002,Norway,Coal elec. prod.,23.362146199729466,0.49157110372373225,0.25279854742254104
6,2002,Norway,Petroleum elec. prod.,17.705989058141554,0.37255791952589357,0.19159405460057533
7,2002,Norway,Petroleum Refinery,6.457331602889006,0.1358709767503742,0.06987389067254927
8,2002,Norway,Other sectors,-10.498279386672102,-0.18093074069888604,-0.09304661744004504
9,2002,Estonia,Gaseous fuels distribution,12.95379102153711,0.341597000526468,-0.014623251421695136
10,2002,Estonia,Water,6.302211350977689,0.16619200437914608,-0.0071144285827047455
11,2002,Estonia,Gas elec. prod.,5.413208899599827,0.1427486301309084,-0.006110853155296067
12,2002,Estonia,"Coal, lignite and peat",4.758955259020563,0.12549568226153027,-0.005372280527109985
13,2002,Estonia,Chemicals,4.711132554124431,0.1242345771130513,-0.005318294521299102
14,2002,Estonia,Natural Gas,3.781967792297195,0.09973210558889584,-0.004269380739859478
15,2002,Estonia,Other sectors,-41.003478081810265,-0.5195262664823324,0.022240134436886192
16,2002,Sweden,Gaseous fuels distribution,24.486344119344643,0.15678254945151676,0.3400881127686757
17,2002,Sweden,Petroleum elec. prod.,23.78845131075148,0.15231404189310693,0.3303951570937706
18,2002,Sweden,"Lead, zinc and tin",17.333972013280057,0.1109869366826502,0.24074961129555636
19,2002,Sweden,Precious metals,14.344804213635843,0.09184772398178975,0.1992333918560534
20,2002,Sweden,Fertilizers,14.00098020955334,0.08964626819647727,0.19445805846601863
21,2002,Sweden,Other sources elec. prod.,7.995291310041835,0.05119270353656476,0.11104571263946994
22,2002,Sweden,Gas elec. prod.,7.374153978155855,0.0472156502868858,0.10241880525216467
23,2002,Sweden,Iron,7.221921409722647,0.04624092698510653,0.10030446402392565
24,2002,Sweden,Other sectors,39.634371939826906,0.253773198985902,0.5504773880531515
25,2002,Latvia,Fertilizers,14.316157603340603,0.20172473581445124,0.1988355222686195
26,2002,Latvia,Petroleum Refinery,11.809464461907215,0.1664036653335316,0.16402033974871133
27,2002,Latvia,Petroleum elec. prod.,7.867463144207624,0.11085809253209689,0.10927032144732812
28,2002,Latvia,"Lead, zinc and tin",7.473433317688586,0.10530593497279343,0.10379768496789703
29,2002,Latvia,Gas elec. prod.,3.9838878447991126,0.05613578344645893,0.055331775622209894
30,2002,Latvia,Other sectors,25.51836969580083,0.35957178790066785,0.35442180133056705
31,2002,Romania,Other petroleum,5.217104726513925,0.3828839844128436,-0.27321371467078737
32,2002,Romania,Coke oven products,4.282138603954671,0.3142667008691185,-0.22425062482949037
33,2002,Romania,Water,4.126567460532254,0.30284931471803794,-0.21610354474999546
34,2002,Romania,Other sectors,-65.00269845702051,-0.8267064844378473,0.5899111969962961
35,2002,Netherlands,"Lead, zinc and tin prod.",21.07107601360963,0.14912660785747345,0.2926538335223559
36,2002,Netherlands,Aluminium prod.,18.46951075086724,0.13071451525707528,0.25652098265093387
37,2002,Netherlands,"Iron, steel and ferro-alloys",16.314877911096357,0.11546550346641905,0.2265955265430049
