,year,country,sector,oil,length_ratio,length
0,2013,Croatia,Petroleum Refinery,-88.38124905836239,0.14977513421078797,-1.8036989603747424
1,2013,Bulgaria,Petroleum Refinery,-46.5847676400878,0.07894479767835275,-0.9507095436752612
2,2013,Japan,Petroleum Refinery,-35.96160290898175,0.06094226953695879,-0.7339102634486072
3,2013,RoW America,Petroleum Refinery,-35.87681778843659,0.060798588575849674,-0.7321799548660529
4,2013,Turkey,Petroleum Refinery,-30.48762869888538,0.05166580840160891,-0.6221965040588854
5,2013,Other countries,Petroleum Refinery,-352.8008723898005,0.597873401596442,-7.20001780387348
6,2013,Norway,Petroleum elec. prod.,-66.50826767872256,0.2565411234181486,-1.3573115852800521
7,2013,Austria,Petroleum elec. prod.,-58.29902034295765,0.22487574394821644,-1.1897759253664826
8,2013,Ireland,Petroleum elec. prod.,-37.376538452874364,0.14417183756012378,-0.7627864990382524
9,2013,Netherlands,Petroleum elec. prod.,-35.997442238108654,0.1388522749766151,-0.7346416783287479
10,2013,RoW Middle East,Petroleum elec. prod.,-35.92508790674982,0.1385731839387816,-0.733165059321425
11,2013,Other countries,Petroleum elec. prod.,-25.14357100453975,0.0969858361581146,-0.5131341021334643
12,2013,RoW Middle East,Natural Gas,-89.97289992284868,0.27024629064372063,-1.8361816310785446
13,2013,Austria,Natural Gas,-60.697036541360355,0.18231210722822785,-1.2387150314563338
14,2013,Ireland,Natural Gas,-48.99257853094103,0.14715611732434195,-0.9998485414477761
15,2013,Latvia,Natural Gas,-45.73703987041684,0.13737764794291363,-0.9334089769472824
16,2013,Switzerland,Natural Gas,-34.585592420869204,0.10388270323030788,-0.7058284167524327
17,2013,Other countries,Natural Gas,-52.94412145037154,0.15902513363048817,-1.0804922744973784
18,2013,RoW Middle East,"Lead, zinc and tin",-47.706832388211254,0.5517543827101857,-0.9736088242492092
19,2013,Other countries,"Lead, zinc and tin",-38.75706148043015,0.44824561728981427,-0.7909604383761256
20,2013,Netherlands,Electricity distribution,-89.09799966718923,0.6871311015692019,-1.8183265238201884
21,2013,Other countries,Electricity distribution,-40.56866723773773,0.3128688984307981,-0.827931984443627
22,2013,RoW Middle East,Non-ferrous metals,-49.287115709145255,0.332017365265863,-1.0058595042682705
23,2013,India,Non-ferrous metals,-28.856965009014534,0.19439184772754806,-0.5889176532451946
24,2013,Norway,Non-ferrous metals,-22.573123158518584,0.15206142151106916,-0.46067598282690986
25,2013,Other countries,Non-ferrous metals,-47.73019937790316,0.3215293654955198,-0.9740857015898604
26,2013,Netherlands,Water,-29.16173146102146,0.2933423326699175,-0.5951373767555399
27,2013,Austria,Water,-12.898101297074337,0.12974398061904882,-0.26322655708314974
28,2013,Czechia,Water,-10.529317555222706,0.10591602138576008,-0.2148840317392389
29,2013,Other countries,Water,-46.82279338945284,0.47099766532527365,-0.9555672120296498
30,2013,Italy,Aluminium prod.,-10.617158881262796,0.3066888103794564,-0.21667671186250606
31,2013,Other countries,Aluminium prod.,-24.001511647102816,0.6933111896205436,-0.48982676830822075
32,2013,Estonia,Fertilizers,-35.977477371498374,0.15786852090985598,-0.7342342320713954
33,2013,Norway,Fertilizers,-31.080614316949482,0.1363811742697,-0.6342982513663159
34,2013,Spain,Fertilizers,-23.889396418651103,0.10482624001396436,-0.48753870242145103
35,2013,RoW Middle East,Fertilizers,-22.460944207498418,0.09855821751098208,-0.4583866164795595
36,2013,Slovakia,Fertilizers,-19.375213114724787,0.08501808520788619,-0.3954125125454038
37,2013,Switzerland,Fertilizers,-19.249960533749327,0.08446847914477731,-0.39285633742345566
38,2013,Ireland,Fertilizers,-14.387937245811536,0.06313400877126299,-0.29363137236350073
39,2013,Other countries,Fertilizers,-61.47365188223816,0.26974527417157107,-1.2545643241273094
40,2013,Estonia,Iron,-11.056311743401402,0.21518814477945475,-0.22563901517145718
41,2013,RoW Europe,Iron,-10.67824756426916,0.20782991074959498,-0.21792341967896248
42,2013,RoW Asia and Pacific,Iron,-5.494061155220244,0.10693048954614577,-0.11212369704531111
43,2013,Greece,Iron,-3.991138676879747,0.07767922498638431,-0.08145180973223974
