,year,country,sector,oil,length_ratio,length
0,2014,Canada,Coke oven products,-95.98228533610099,0.41950745572855497,-1.9588221497163467
1,2014,Switzerland,Coke oven products,-62.207172187463904,0.27188738464654694,-1.2695341262747737
2,2014,Ireland,Coke oven products,-53.70759376731097,0.23473848258281813,-1.0960733421900197
3,2014,Other countries,Coke oven products,-16.90051601197308,0.07386667704207989,-0.34490849004026697
4,2014,Ireland,Chemicals,-56.90279497488882,0.3200089322909891,-1.1612815300997719
5,2014,Austria,Chemicals,-27.40646440161507,0.15412798993269444,-0.5593156000329607
6,2014,Norway,Chemicals,-18.816987092126446,0.10582263930870248,-0.3840201447372744
7,2014,Luxembourg,Chemicals,-16.397382059979606,0.09221530730954654,-0.33464045020366545
8,2014,Other countries,Chemicals,-58.29264230956224,0.32782513115806744,-1.1896457614196376
9,2014,RoW Middle East,Precious metals,-88.31719847847901,0.9114679205439334,-1.8023918056832453
10,2014,Other countries,Precious metals,-8.578365795219483,0.0885320794560666,-0.17506868969835682
11,2014,Austria,Petroleum elec. prod.,-49.58249694647661,0.4037773901742609,-0.1736452396602745
12,2014,Italy,Petroleum elec. prod.,-49.09572464993899,0.39981333713922995,-0.17194049106353682
13,2014,Netherlands,Petroleum elec. prod.,-24.11839394730755,0.19640927268650915,-0.08446618373661274
14,2014,Other countries,Petroleum elec. prod.,101.72407173516237,-0.45307215547940627,0.19484454785262958
15,2014,Canada,"Iron, steel and ferro-alloys",-37.347104860753035,0.6722841599042674,-0.7621858134847558
16,2014,Other countries,"Iron, steel and ferro-alloys",-18.205453251089473,0.3277158400957326,-0.3715398622671321
17,2014,Ireland,"Coal, lignite and peat",-36.77685725406344,0.38467797878486437,-0.7505481072257845
18,2014,Latvia,"Coal, lignite and peat",-29.724693528726398,0.31091387030811696,-0.6066263985454368
19,2014,Austria,"Coal, lignite and peat",-26.230147196772855,0.2743616709056674,-0.5353091264647521
20,2014,Other countries,"Coal, lignite and peat",-2.872571779355127,0.030046480001351385,-0.05862391386439035
21,2014,Ireland,Gaseous fuels distribution,-23.006264696996116,0.20171242032360795,-0.39682656249256354
22,2014,Spain,Gaseous fuels distribution,-21.709710922924224,0.1903446036314051,-0.3744627853202142
23,2014,India,Gaseous fuels distribution,-21.61072859556301,0.18947675458749225,-0.3727554757142618
24,2014,Cyprus,Gaseous fuels distribution,-20.881733304230266,0.18308513010798944,-0.36018130518537067
25,2014,Hungary,Gaseous fuels distribution,-14.20387364141267,0.12453554577045872,-0.24499737030046712
26,2014,Poland,Gaseous fuels distribution,-12.64246375103373,0.11084554557904658,-0.21806518780141648
27,2014,Other countries,Gaseous fuels distribution,17.657629258259618,-0.13406200706360827,0.2637386698278545
28,2014,Hungary,Coal elec. prod.,-5.3279190191778945,0.18760558153262252,-0.10873304120771213
29,2014,Spain,Coal elec. prod.,-3.6769768969624916,0.12947294929852493,-0.07504034483596922
30,2014,Brazil,Coal elec. prod.,-3.0304736090155378,0.10670840936061203,-0.06184640018399056
31,2014,Indonesia,Coal elec. prod.,-2.451395574442607,0.08631803348632072,-0.05002848111107361
32,2014,Other countries,Coal elec. prod.,-13.912811158485392,0.4898950263219198,-0.28393492160174266
33,2014,Ireland,Gas elec. prod.,-18.572053473890747,0.41449282658130454,-0.3790214994671581
34,2014,Spain,Gas elec. prod.,-8.709489248701074,0.19437919570114776,-0.17774467854491985
35,2014,Sweden,Gas elec. prod.,-6.321439511410286,0.14108247829626103,-0.12900896962061809
36,2014,Other countries,Gas elec. prod.,-11.203712316229769,0.25004549942128657,-0.22864719012713816
37,2014,Luxembourg,Plastic prod.,-12.809153672773956,0.15622524935766594,-0.2614112994443665
38,2014,Switzerland,Plastic prod.,-8.116025224573486,0.09898609204736915,-0.16563316784843848
39,2014,RoW Middle East,Plastic prod.,-7.952763522666782,0.09699489100922841,-0.16230129638095472
40,2014,Japan,Plastic prod.,-7.763837403609839,0.09469067709987533,-0.15844566129815998
41,2014,Mexico,Plastic prod.,-7.14887813700793,0.0871904029034705,-0.1458954721838353
42,2014,Norway,Plastic prod.,-5.8128925917770395,0.07089622139282478,-0.11863046105667428
43,2014,Other countries,Plastic prod.,-32.388020755301696,0.3950164661895659,-0.6609800154143203
0,2014,Netherlands,Copper prod.,9.892307157652635,1.0,-0.38784049527009995
1,2014,Other countries,Copper prod.,-28.896491425887533,-0.744970003740967,0.28892953521226483
2,2014,Brazil,Copper reproc.,4.235410671242157,0.7695169185628024,-0.10153791848343661
3,2014,France,Copper reproc.,1.2685757507230335,0.23048308143719773,-0.030412290841493047
4,2014,Other countries,Copper reproc.,-11.969546678886744,-0.6850101012658487,0.09038722625172
5,2014,Indonesia,Nickel,7.331793191649738,1.0,-0.00569292759056288
6,2014,Other countries,Nickel,-7.610746643587319,-0.509334204727357,0.0028996027469097734
7,2014,Other countries,Other petroleum,-33.119773946835124,-0.9999698065572065,0.675893345853778
8,2014,Indonesia,Sand and clay,6.521300767993754,0.6445941079986743,-0.5426933043392259
9,2014,Finland,Sand and clay,1.970770388693,0.19479963062040778,-0.16400468746708924
10,2014,Greece,Sand and clay,1.624839139376899,0.16060626138091796,-0.13521678464761738
11,2014,Other countries,Sand and clay,-51.37073434230634,-0.8354643383143934,0.7033897716271951
12,2014,South Africa,Processing Nuclear Fuel,3.6277124082399155,0.5345002589448542,-0.8299568016865011
13,2014,RoW Middle East,Processing Nuclear Fuel,3.159398257340129,0.4654997410551458,-0.7228147597808432
14,2014,Other countries,Processing Nuclear Fuel,-82.87291717747992,-0.924301711377336,1.4352294116423245
15,2014,Romania,Water,65.44277647512303,1.0,-0.3242079035918698
16,2014,Other countries,Water,-81.32896375112465,-0.5541186854210258,0.17964965734143357
17,2014,Ireland,Natural Gas,19.709109107278678,0.5316766568479862,-1.6092896484193395
18,2014,Czechia,Natural Gas,17.36061899423884,0.4683233431520139,-1.4175305583580633
19,2014,Other countries,Natural Gas,-185.38391823361025,-0.8333597641026222,2.5224301735010664
20,2014,Netherlands,Aluminium prod.,45.764479156719474,0.6621800438044533,0.37248661410616624
21,2014,Italy,Aluminium prod.,23.34735769929135,0.3378199561955468,0.19002900017616986
22,2014,Other countries,Aluminium prod.,-41.54857175617636,-0.3754601331880547,-0.2112021874588063
23,2014,South Africa,Petroleum Refinery,59.38993902221805,0.3554483112366111,-1.9818356937406425
24,2014,Mexico,Petroleum Refinery,40.543265767934585,0.24265112216798565,-1.352924292608661
25,2014,Ireland,Petroleum Refinery,27.97372350345821,0.16742251199457056,-0.9334800580489719
26,2014,Malta,Petroleum Refinery,26.709169216201342,0.15985416467391889,-0.8912820214047373
27,2014,USA,Petroleum Refinery,12.468502823776074,0.0746238899269138,-0.41607255960342193
28,2014,Other countries,Petroleum Refinery,-440.2887369785036,-0.7249062642871105,4.041783471082669
0,2015,RoW Europe,Petroleum Refinery,-37.16895467285308,0.07636936109427782,-0.7585500953643486
1,2015,Austria,Petroleum Refinery,-31.694591416803817,0.06512143583132123,-0.6468283962613024
2,2015,Slovakia,Petroleum Refinery,-29.167157947577742,0.05992843320447943,-0.5952481213791375
3,2015,RoW Middle East,Petroleum Refinery,-27.055209409731027,0.05558910857404674,-0.5521471308108373
4,2015,Portugal,Petroleum Refinery,-26.915586423597333,0.05530223157309375,-0.5492976821142312
5,2015,Japan,Petroleum Refinery,-26.46874660097515,0.054384130107354656,-0.5401785020607174
6,2015,Other countries,Petroleum Refinery,-308.2295784355746,0.6333052996154264,-6.290399559909686
7,2015,Ireland,Chemicals,-63.53209890676582,0.20418859377569717,-1.2965734470768535
8,2015,Greece,Chemicals,-33.93849237222282,0.10907640628276821,-0.6926222933106698
9,2015,Austria,Chemicals,-27.609510798538086,0.08873541535376617,-0.5634594040517977
10,2015,Luxembourg,Chemicals,-23.10893845299249,0.07427082888116528,-0.4716109888365815
11,2015,Other countries,Chemicals,-162.95517047548998,0.5237287557066032,-3.3256157239895914
12,2015,Canada,Coke oven products,-92.65492111846308,0.3391818324267275,-1.8909167575196546
13,2015,Switzerland,Coke oven products,-63.246443904896225,0.23152623173365636,-1.2907437531611474
14,2015,Ireland,Coke oven products,-57.4002807388395,0.21012518458589044,-1.1714343007926429
15,2015,Other countries,Coke oven products,-59.87018203161165,0.2191667512537257,-1.2218404496247275
16,2015,Greece,Fertilizers,-38.87152829150533,0.16253260815998147,-0.7932964957450066
17,2015,Austria,Fertilizers,-27.994557721292004,0.11705298661285371,-0.5713175045161634
18,2015,Spain,Fertilizers,-26.438772427277595,0.11054781810811125,-0.5395667842301549
19,2015,Norway,Fertilizers,-22.29253328762129,0.0932112457878867,-0.4549496589310467
20,2015,RoW Middle East,Fertilizers,-17.11511492812641,0.07156302801796768,-0.34928805975768185
21,2015,Other countries,Fertilizers,-106.44890674648943,0.44509231331319915,-2.1724266682957025
22,2015,India,Gaseous fuels distribution,-26.60108883785459,0.15213394686150128,-0.5428793640378489
23,2015,Ireland,Gaseous fuels distribution,-26.185783300606015,0.14975877827647888,-0.5344037408286941
24,2015,Spain,Gaseous fuels distribution,-21.702543719971494,0.12411874014551944,-0.44290905550962234
25,2015,Hungary,Gaseous fuels distribution,-20.104948089399045,0.11498195141295424,-0.41030506304896014
26,2015,Portugal,Gaseous fuels distribution,-19.264364035986837,0.11017457790678192,-0.393150286448711
27,2015,Poland,Gaseous fuels distribution,-13.9748509876283,0.07992339150131987,-0.2852010405638429
28,2015,Cyprus,Gaseous fuels distribution,-12.597629775681732,0.07204694328704031,-0.25709448521799455
29,2015,Indonesia,Gaseous fuels distribution,-12.06506717313187,0.06900117131993772,-0.24622586067616065
30,2015,Other countries,Gaseous fuels distribution,-22.356801822287082,0.12786049928846638,-0.45626126167932823
31,2015,Austria,Petroleum elec. prod.,-49.512918864738076,0.3419097448134274,-1.01046773193343
32,2015,Italy,Petroleum elec. prod.,-49.31399324427874,0.34053607083726956,-1.0064080253934435
33,2015,RoW Middle East,Petroleum elec. prod.,-22.649487078248427,0.1564052478553045,-0.4622344301683352
34,2015,Other countries,Petroleum elec. prod.,-23.336434070108524,0.16114893649399853,-0.476253756532827
35,2015,Luxembourg,Plastic prod.,-14.503649022061005,0.10751679962304501,-0.2959928371849185
36,2015,RoW Middle East,Plastic prod.,-11.192779229098136,0.08297303663164049,-0.22842406589996195
37,2015,Japan,Plastic prod.,-9.706790672019384,0.07195727544695137,-0.19809776881672211
38,2015,Greece,Plastic prod.,-8.560579055917739,0.06346030999594275,-0.17470569501872935
