,year,country,sector,all three fossil fuels,length_ratio,length
0,2001,"Coal, lignite and peat",Other countries,,,
1,2001,Wood and paper reproc.,Other countries,,,
2,2001,Fertilizers,Other countries,,,
3,2001,Chemical and fertilizer minerals,Other countries,,,
4,2001,Lead reproc.,Other countries,,,
5,2001,"Lead, zinc and tin",Other countries,,,
6,2001,Wood and paper prod.,Other countries,,,
7,2001,Precious metals,Other countries,,,
8,2001,Copper reproc.,Other countries,,,
9,2001,Non-ferrous metals reproc.,Other countries,,,
0,2001,Other non-metallic products,Other countries,,,
1,2001,Textile,Other countries,,,
2,2001,Glass prod.,Other countries,,,
3,2001,Precious metals reproc.,Other countries,,,
4,2001,Food Manufacture,Other countries,,,
5,2001,Plastic prod.,Other countries,,,
6,2001,Plastic reproc.,Other countries,,,
7,2001,Copper,Other countries,,,
8,2001,Other petroleum,Other countries,,,
9,2001,Copper prod.,Other countries,,,
0,2002,Biomass and waste elec. prod.,Other countries,,,
1,2002,Natural Gas,Other countries,,,
2,2002,Petroleum Refinery,Other countries,,,
3,2002,Nickel,Other countries,,,
4,2002,"Lead, zinc and tin",Other countries,,,
5,2002,Plastic reproc.,Other countries,,,
6,2002,Non-ferrous metals,Other countries,,,
7,2002,Other non-metallic products,Other countries,,,
8,2002,Copper,Other countries,,,
9,2002,Electricity distribution,Other countries,,,
0,2002,Plastic prod.,Other countries,,,
1,2002,Copper prod.,Other countries,,,
2,2002,Fertilizers,Other countries,,,
3,2002,Chemicals,Other countries,,,
4,2002,Non-ferrous metals prod.,Other countries,,,
5,2002,Other sources elec. prod.,Other countries,,,
6,2002,Water,Other countries,,,
7,2002,Gaseous fuels distribution,Other countries,,,
8,2002,Coke oven products,Other countries,,,
9,2002,Iron,Other countries,,,
0,2003,Biomass and waste elec. prod.,Other countries,,,
1,2003,Non-ferrous metals,Other countries,,,
2,2003,Natural Gas,Other countries,,,
3,2003,Petroleum Refinery,Other countries,,,
4,2003,Gas elec. prod.,Other countries,,,
5,2003,Petroleum elec. prod.,Other countries,,,
6,2003,Electricity distribution,Other countries,,,
7,2003,Copper,Other countries,,,
8,2003,Other non-metallic products,Other countries,,,
9,2003,Processing Nuclear Fuel,Other countries,,,
0,2003,Aluminium,Other countries,,,
1,2003,Fertilizers,Other countries,,,
2,2003,Copper prod.,Other countries,,,
3,2003,Chemical and fertilizer minerals,Other countries,,,
4,2003,Water,Other countries,,,
5,2003,Chemicals,Other countries,,,
6,2003,Non-ferrous metals prod.,Other countries,,,
7,2003,Gaseous fuels distribution,Other countries,,,
8,2003,Other sources elec. prod.,Other countries,,,
9,2003,Iron,Other countries,,,
0,2004,Non-ferrous metals,Other countries,,,
1,2004,Natural Gas,Other countries,,,
2,2004,Biomass and waste elec. prod.,Other countries,,,
3,2004,Electricity distribution,Other countries,,,
4,2004,Copper,Other countries,,,
5,2004,Solar photovoltaic elec. prod.,Other countries,,,
6,2004,Petroleum elec. prod.,Other countries,,,
7,2004,Other non-metallic products,Other countries,,,
8,2004,Geothermal elec. prod.,Other countries,,,
9,2004,Processing Nuclear Fuel,Other countries,,,
0,2004,Ceramic goods,Other countries,,,
1,2004,Construction products,Other countries,,,
2,2004,Aluminium,Other countries,,,
3,2004,"Coal, lignite and peat",Other countries,,,
4,2004,"Iron, steel and ferro-alloys",Other countries,,,
5,2004,Plastic prod.,Other countries,,,
6,2004,Fertilizers,Other countries,,,
7,2004,Other sources elec. prod.,Other countries,,,
8,2004,Chemicals,Other countries,,,
9,2004,Iron,Other countries,,,
0,2005,Non-ferrous metals,Other countries,,,
1,2005,Electricity distribution,Other countries,,,
2,2005,Wind elec. prod.,Other countries,,,
3,2005,Solar photovoltaic elec. prod.,Other countries,,,
4,2005,Precious metals reproc.,Other countries,,,
5,2005,Construction materials reproc.,Other countries,,,
6,2005,Solar thermal elec. prod.,Other countries,,,
7,2005,Finance,Other countries,,,
8,2005,Copper,Other countries,,,
9,2005,"Tide, wave and ocean elec. prod.",Other countries,,,
0,2005,Iron,Other countries,,,
1,2005,Precious metals prod.,Other countries,,,
2,2005,Other sources elec. prod.,Other countries,,,
3,2005,Ceramic goods,Other countries,,,
4,2005,Gaseous fuels distribution,Other countries,,,
5,2005,Plastic prod.,Other countries,,,
6,2005,Coke oven products,Other countries,,,
7,2005,Chemicals,Other countries,,,
8,2005,Petroleum Refinery,Other countries,,,
9,2005,Fertilizers,Other countries,,,
0,2006,Non-ferrous metals,Other countries,,,
1,2006,Natural Gas,Other countries,,,
2,2006,Copper,Other countries,,,
3,2006,Electricity distribution,Other countries,,,
4,2006,"Tide, wave and ocean elec. prod.",Other countries,,,
5,2006,Construction materials reproc.,Other countries,,,
6,2006,Precious metals reproc.,Other countries,,,
7,2006,Solar thermal elec. prod.,Other countries,,,
8,2006,Non-ferrous metals reproc.,Other countries,,,
9,2006,Finance,Other countries,,,
0,2006,Other sources elec. prod.,Other countries,,,
1,2006,Plastic prod.,Other countries,,,
2,2006,"Lead, zinc and tin",Other countries,,,
3,2006,Iron,Other countries,,,
4,2006,Gaseous fuels distribution,Other countries,,,
5,2006,Petroleum elec. prod.,Other countries,,,
6,2006,Coke oven products,Other countries,,,
7,2006,Chemicals,Other countries,,,
8,2006,Fertilizers,Other countries,,,
9,2006,Petroleum Refinery,Other countries,,,
0,2007,Non-ferrous metals,Other countries,,,
1,2007,Other petroleum,Other countries,,,
2,2007,Copper,Other countries,,,
3,2007,Biomass and waste elec. prod.,Other countries,,,
4,2007,Wind elec. prod.,Other countries,,,
5,2007,Electricity distribution,Other countries,,,
6,2007,Processing Nuclear Fuel,Other countries,,,
7,2007,Construction materials reproc.,Other countries,,,
8,2007,"Tide, wave and ocean elec. prod.",Other countries,,,
