,year,country,sector,all three fossil fuels,length_ratio,length
0,2018,Wood and paper reproc.,Other countries,,,
1,2018,Ceramic goods,Other countries,,,
2,2018,Natural Gas,Other countries,,,
3,2018,Precious metals reproc.,Other countries,,,
4,2018,Crude Petroleum,Other countries,,,
5,2018,Textile,Other countries,,,
6,2018,Chemicals,Other countries,,,
7,2018,Aluminium reproc.,Other countries,,,
8,2018,"Lead, zinc and tin prod.",Other countries,,,
9,2018,Coke oven products,Other countries,,,
0,2018,Construction products,Other countries,,,
1,2018,Petroleum Refinery,Other countries,,,
2,2018,"Iron, steel and ferro-alloys",Other countries,,,
3,2018,Other non-metallic products,Other countries,,,
4,2018,Lead reproc.,Other countries,,,
5,2018,"Lead, zinc and tin",Other countries,,,
6,2018,Plastic reproc.,Other countries,,,
7,2018,Iron,Other countries,,,
8,2018,Precious metals prod.,Other countries,,,
9,2018,Copper prod.,Other countries,,,
0,2019,Precious metals prod.,Other countries,,,
1,2019,Other petroleum,Other countries,,,
2,2019,Copper prod.,Other countries,,,
3,2019,"Lead, zinc and tin",Other countries,,,
4,2019,Recycling,Other countries,,,
5,2019,Textile,Other countries,,,
6,2019,Wood and paper reproc.,Other countries,,,
7,2019,Iron,Other countries,,,
8,2019,Crude Petroleum,Other countries,,,
9,2019,Construction products,Other countries,,,
0,2019,Copper,Other countries,,,
1,2019,Biomass and waste elec. prod.,Other countries,,,
2,2019,Fertilizers,Other countries,,,
3,2019,Coke oven products,Other countries,,,
4,2019,"Coal, lignite and peat",Other countries,,,
5,2019,Coal elec. prod.,Other countries,,,
6,2019,Petroleum Refinery,Other countries,,,
7,2019,Gas elec. prod.,Other countries,,,
8,2019,Gaseous fuels distribution,Other countries,,,
9,2019,Petroleum elec. prod.,Other countries,,,
0,2020,Other petroleum,Other countries,,,
1,2020,Precious metals prod.,Other countries,,,
2,2020,Copper prod.,Other countries,,,
3,2020,Iron,Other countries,,,
4,2020,"Lead, zinc and tin",Other countries,,,
5,2020,Wood and paper reproc.,Other countries,,,
6,2020,Construction products,Other countries,,,
7,2020,Recycling,Other countries,,,
8,2020,Nuclear elec. prod.,Other countries,,,
9,2020,Solar thermal elec. prod.,Other countries,,,
0,2020,"Lead, zinc and tin prod.",Other countries,,,
1,2020,Aluminium prod.,Other countries,,,
2,2020,Biomass and waste elec. prod.,Other countries,,,
3,2020,Chemicals,Other countries,,,
4,2020,Coal elec. prod.,Other countries,,,
5,2020,Coke oven products,Other countries,,,
6,2020,Gaseous fuels distribution,Other countries,,,
7,2020,Gas elec. prod.,Other countries,,,
8,2020,Petroleum Refinery,Other countries,,,
9,2020,Petroleum elec. prod.,Other countries,,,
