,year,country,sector,all three fossil fuels,length_ratio,length
0,1998,Sand and clay,Other countries,,,
1,1998,Chemicals,Other countries,,,
2,1998,Crude Petroleum,Other countries,,,
3,1998,Other non-metallic products,Other countries,,,
4,1998,Stone quarrying,Other countries,,,
5,1998,Aluminium prod.,Other countries,,,
6,1998,Textile,Other countries,,,
7,1998,Chemical and fertilizer minerals,Other countries,,,
8,1998,Other petroleum,Other countries,,,
9,1998,Machinery and furniture,Other countries,,,
0,1998,"Coal, lignite and peat",Other countries,,,
1,1998,Recycling,Other countries,,,
2,1998,Casting of metals,Other countries,,,
3,1998,Construction products,Other countries,,,
4,1998,Glass prod.,Other countries,,,
5,1998,Non-ferrous metals,Other countries,,,
6,1998,Plastic reproc.,Other countries,,,
7,1998,Ash reproc. into clinker,Other countries,,,
8,1998,Non-ferrous metals prod.,Other countries,,,
9,1998,"Iron, steel and ferro-alloys",Other countries,,,
0,1999,Coke oven products,Other countries,,,
1,1999,Petroleum Refinery,Other countries,,,
2,1999,Processing Nuclear Fuel,Other countries,,,
3,1999,Precious metals prod.,Other countries,,,
4,1999,Gaseous fuels distribution,Other countries,,,
5,1999,Gas elec. prod.,Other countries,,,
6,1999,Water,Other countries,,,
7,1999,Petroleum elec. prod.,Other countries,,,
8,1999,Fertilizers,Other countries,,,
9,1999,Glass prod.,Other countries,,,
0,1999,Construction materials reproc.,Other countries,,,
1,1999,Chemicals,Other countries,,,
2,1999,Geothermal elec. prod.,Other countries,,,
3,1999,Natural Gas,Other countries,,,
4,1999,Precious metals,Other countries,,,
5,1999,Plastic reproc.,Other countries,,,
6,1999,Coal elec. prod.,Other countries,,,
7,1999,Aluminium,Other countries,,,
8,1999,Other petroleum,Other countries,,,
9,1999,Non-ferrous metals,Other countries,,,
0,2000,Processing Nuclear Fuel,Other countries,,,
1,2000,Fertilizers,Other countries,,,
2,2000,Precious metals prod.,Other countries,,,
3,2000,Water,Other countries,,,
4,2000,Coke oven products,Other countries,,,
5,2000,Glass prod.,Other countries,,,
6,2000,Iron,Other countries,,,
7,2000,Non-ferrous metals prod.,Other countries,,,
8,2000,Electricity distribution,Other countries,,,
9,2000,Construction products,Other countries,,,
0,2000,Chemicals,Other countries,,,
1,2000,Plastic reproc.,Other countries,,,
2,2000,Copper,Other countries,,,
3,2000,Precious metals,Other countries,,,
4,2000,Natural Gas,Other countries,,,
5,2000,Petroleum elec. prod.,Other countries,,,
6,2000,Gaseous fuels distribution,Other countries,,,
7,2000,Biomass and waste elec. prod.,Other countries,,,
8,2000,Non-ferrous metals,Other countries,,,
9,2000,Petroleum Refinery,Other countries,,,
0,2001,Fertilizers,Other countries,,,
1,2001,Processing Nuclear Fuel,Other countries,,,
2,2001,Precious metals prod.,Other countries,,,
