,year,country,sector,gas,length_ratio,length
0,2014,Ireland,Gaseous fuels distribution,-44.33990519447369,0.29850716110659387,-0.6158320165899124
1,2014,Ireland,Non-ferrous metals,-38.38973109112793,0.25844912372718404,-0.5331907095989991
2,2014,Ireland,Crude Petroleum,-31.135979123401295,0.20961507914002245,-0.4324441544916847
3,2014,Ireland,Other sectors,-34.67321706021332,0.23342863602619962,-0.48157245916962943
4,2014,Slovakia,Coke oven products,-5.108976957174072,0.2923135353307193,-0.06106261219225937
5,2014,Slovakia,Petroleum elec. prod.,-3.774519048859883,0.21596163313988959,-0.04511314003269907
6,2014,Slovakia,Gas elec. prod.,-2.2523927200678813,0.128872156691112,-0.026920650518308283
7,2014,Slovakia,Copper reproc.,-2.178466859758932,0.12464243912526358,-0.026037086905306317
8,2014,Slovakia,Coal elec. prod.,-2.118968208683423,0.12123818398982625,-0.025325957634800476
9,2014,Slovakia,Gaseous fuels distribution,-2.0444059020771093,0.11697205172318936,-0.02443478720075333
10,2014,Slovakia,Other sectors,2.4373448137641667,-0.12238692918236993,0.02556592388241421
11,2014,Czechia,Gas elec. prod.,-67.03654592300778,0.3081944760174354,-0.9310631378195525
12,2014,Czechia,Petroleum elec. prod.,-50.71070536882618,0.23313789597050147,-0.7043153523448081
13,2014,Czechia,Nickel,-42.82717879193497,0.19689409329419705,-0.5948219276657635
14,2014,Czechia,Non-ferrous metals,-33.15984223141424,0.1524493850424357,-0.4605533643251977
15,2014,Czechia,Other sectors,-23.77950920767367,0.1093241496754304,-0.33027096121768984
16,2014,Great-Britain,Fertilizers,-46.30482656873282,0.3189322598538375,-0.6431225912324003
17,2014,Great-Britain,Other sources elec. prod.,-32.76717942014324,0.2256894444036016,-0.4550997141686562
18,2014,Great-Britain,Other sectors,-66.11502084231913,0.4553782957425609,-0.9182641783655435
19,2014,Portugal,Precious metals,-13.777969188338162,0.44418736802341297,-0.19136068317136334
20,2014,Portugal,Other sectors,-17.24040319277811,0.555812631976587,-0.2394500443441404
21,2014,Sweden,Other sources elec. prod.,-24.440804847410245,0.6429886817636377,0.10726859585670427
22,2014,Sweden,Fertilizers,-13.570447201960462,0.35701131823636223,0.059559528648504584
23,2014,Sweden,Other sectors,50.02287701374575,-0.5682214107881005,-0.09479531226548267
24,2014,Estonia,Iron,-24.013596700045504,0.39806848901581526,-0.28899639273719313
25,2014,Estonia,Aluminium,-14.788629595736968,0.2451480930292473,-0.17797669628916435
26,2014,Estonia,Gas elec. prod.,-9.04737043507735,0.14997641226525532,-0.10888237410473078
27,2014,Estonia,Nickel,-6.720694406540905,0.11140757883818836,-0.08088152992823736
28,2014,Estonia,Petroleum elec. prod.,-5.754998009240175,0.09539942685149369,-0.06925966508286477
29,2014,Estonia,Other sectors,8.053529760403201,-0.11777813494192368,0.08550653237005654
30,2014,Latvia,"Coal, lignite and peat",-16.018112952680763,0.2184407868225707,-0.22247379100945508
31,2014,Latvia,Fertilizers,-12.946705928037169,0.1765556678265011,-0.17981536011162735
32,2014,Latvia,Gas elec. prod.,-4.788013884557541,0.06529467755345694,-0.06650019284107697
33,2014,Latvia,Chemicals,-4.337583860748472,0.059152113251405646,-0.06024422028817323
34,2014,Latvia,Other sectors,-35.23889694073011,0.4805567545460656,-0.48942912417680706
35,2014,Netherlands,Precious metals prod.,-18.898987094775443,0.6588141088454272,-0.015961237563873614
36,2014,Netherlands,Electricity distribution,-5.083870916062794,0.17722250775952983,-0.004293609547877739
37,2014,Netherlands,Petroleum elec. prod.,-4.703514732295555,0.16396338339504293,-0.003972377760292915
38,2014,Netherlands,Other sectors,26.942012552346604,-0.48432131202872697,0.011733761336843488
39,2014,France,Fertilizers,-17.30412424263703,0.2455604409259317,-0.24033505892551432
40,2014,France,Copper reproc.,-11.617254304417315,0.16485885383972812,-0.16135075422801828
41,2014,France,Crude Petroleum,-8.430221478457064,0.11963211049146415,-0.11708640942301478
42,2014,France,Non-ferrous metals,-3.866472705161539,0.054868580980718694,-0.053701009793910265
43,2014,France,Other sectors,-29.24980954461774,0.4150800137621573,-0.40624735478635754
0,2014,Bulgaria,Biomass and waste elec. prod.,1.869716569633595,0.5599378784161845,-0.16146853419805077
1,2014,Bulgaria,"Iron, steel and ferro-alloys",1.4694334355816128,0.4400621215838154,-0.12690012315153504
2,2014,Bulgaria,Other sectors,-24.101693334385388,-0.8783145997413135,0.2532784018579415
3,2014,Malta,Other sectors,-23.083992493996632,-0.9999566799373956,0.3205971179721755
4,2014,Hungary,State and public services,0.26024028898878904,0.2730644957524074,-0.004647622270922516
5,2014,Hungary,Non-ferrous metals,0.1942590279686352,0.2038317883972736,-0.003469265224930959
6,2014,Hungary,Iron,0.16229519575219342,0.1702928319181973,-0.002898424256953225
7,2014,Hungary,Coke oven products,0.1442091632476883,0.15131554994085866,-0.0025754264314159668
8,2014,Hungary,Steel reproc.,0.10061758594146489,0.10557585251572722,-0.0017969259682468217
9,2014,Hungary,Chemicals,0.09141471691538339,0.09591948147553579,-0.0016325722503494292
10,2014,Hungary,Other sectors,-2.1784929998171165,-0.6956643271330328,0.011840371304812174
11,2014,China,Other sectors,-11.552187999589016,-0.9999134363118021,0.16043316666095855
12,2014,Taiwan,Gaseous fuels distribution,2.007244212173287,0.4339072394113698,-0.03993432629332197
13,2014,Taiwan,Petroleum elec. prod.,1.9458513409035925,0.4206359039502361,-0.038712908919940475
14,2014,Taiwan,Gas elec. prod.,0.6728798394892266,0.145456856638394,-0.013387012354250142
15,2014,Taiwan,Other sectors,-11.252441217427013,-0.7086626767523698,0.06522123623408375
16,2014,Turkey,Textile,0.33133712484820776,1.0,-0.16535088577004706
17,2014,Turkey,Other sectors,-12.236600900291595,-0.9736363177328349,0.16099162755501123
18,2014,South Africa,Gas elec. prod.,19.287302712569137,1.0,0.11916260988321231
19,2014,South Africa,Other sectors,-10.70759480097785,-0.35698054297874626,-0.04253873317887365
20,2014,Mexico,Gaseous fuels distribution,29.49006252221835,0.266338237494054,0.4095842016974771
21,2014,Mexico,Gas elec. prod.,17.36207747830738,0.1568048596480137,0.24113996497649137
22,2014,Mexico,"Coal, lignite and peat",12.023509914894182,0.10858981518986313,0.1669931932624192
23,2014,Mexico,Wind elec. prod.,11.91341013086855,0.10759545370270895,0.16546402959539652
24,2014,Mexico,Petroleum Refinery,9.498290787939379,0.08578340672420812,0.13192070538804693
25,2014,Mexico,Petroleum elec. prod.,8.03141261905529,0.07253535932435118,0.11154739748687903
26,2014,Mexico,Chemical and fertilizer minerals,7.886821203420392,0.07122948814256054,0.10953918338083878
27,2014,Mexico,Other sectors,14.518518647752387,0.13112337977424027,0.20164609232989425
28,2014,RoW Middle East,Precious metals,82.52098813930036,0.757056886441513,1.0947658094199766
29,2014,RoW Middle East,Copper,26.481373000539257,0.2429431135584869,0.3513154944115466
30,2014,RoW Middle East,Other sectors,-4.884507263969951,-0.04288911735329237,-0.062021150742432245
31,2014,Norway,Petroleum elec. prod.,44.0864582703226,1.0,0.23486601940983398
32,2014,Norway,Other sectors,-27.176104872814555,-0.38135177397743814,-0.0895665731489596
0,2015,Great-Britain,Other sources elec. prod.,-33.63343858627843,0.24459762722868253,-0.46713109147608933
1,2015,Great-Britain,Fertilizers,-24.739920012796432,0.17991992455467185,-0.3436100001777282
2,2015,Great-Britain,Gas elec. prod.,-8.252944951946397,0.06001916062541934,-0.11462423544369996
3,2015,Great-Britain,Crude Petroleum,-6.998487156857847,0.05089617430482452,-0.09720121051191455
4,2015,Great-Britain,Other sectors,-63.88038040661171,0.4645671132864017,-0.8872275056473848
5,2015,Sweden,Precious metals,-20.32930894816911,0.14996644648006294,-0.2823515131690154
6,2015,Sweden,Fertilizers,-18.32399691585929,0.1351735422876014,-0.25449995716471235
7,2015,Sweden,Petroleum elec. prod.,-13.64663138769371,0.10066927611034364,-0.18953654705130152
8,2015,Sweden,Gas elec. prod.,-11.361724401168134,0.08381383935249112,-0.15780172779400187
9,2015,Sweden,Gaseous fuels distribution,-10.127086913186535,0.07470609263883084,-0.14065398490536854
10,2015,Sweden,Other sources elec. prod.,-9.006509164811739,0.06643974854632625,-0.1250904050668297
11,2015,Sweden,Other sectors,-52.763791812048794,0.38923105458434376,-0.732830441834011
12,2015,France,Copper reproc.,-60.49011250125582,0.5133328891409499,-0.8401404514063308
13,2015,France,Fertilizers,-18.058153130967945,0.15324560553721928,-0.2508076823745548
14,2015,France,Other sectors,-39.28971783009548,0.33342150532183074,-0.5456905254179928
15,2015,Ireland,Non-ferrous metals,-66.15475800186456,0.42097243614555,-0.5239951815215227
16,2015,Ireland,Gaseous fuels distribution,-43.424885996855814,0.2763320522905387,-0.3439575883541522
17,2015,Ireland,Crude Petroleum,-27.2964832442828,0.1736997820962181,-0.2162085710008044
18,2015,Ireland,"Lead, zinc and tin prod.",-20.27135397353839,0.12899572946769317,-0.16056429085194304
19,2015,Ireland,Other sectors,67.52723573209516,-0.30055556161013297,0.3741092112946635
20,2015,Czechia,Non-ferrous metals,-48.53206184929013,0.41525005636021556,-0.4848403218144248
21,2015,Czechia,Nickel,-38.66955775080774,0.3308644929471999,-0.38631288492428517
22,2015,Czechia,Petroleum elec. prod.,-29.672685667160636,0.25388545069258456,-0.29643320147081
23,2015,Czechia,Other sectors,32.80808387617307,-0.2191846620295128,0.2559170322736564
24,2015,Slovakia,Gas elec. prod.,-62.71754911857592,0.8674408307167975,-0.8710770710913323
25,2015,Slovakia,Other sectors,-9.584268939435205,0.13255916928320252,-0.13311484638104454
26,2015,Brazil,Petroleum elec. prod.,-29.889583012216995,0.41889066302347294,-0.4151330973919027
27,2015,Brazil,Copper reproc.,-21.429842445308225,0.30033075090858863,-0.2976367006292809
28,2015,Brazil,Other sources elec. prod.,-12.934751067823624,0.18127541119023213,-0.17964932038643924
29,2015,Brazil,Other sectors,-7.099963470228246,0.09950317487770632,-0.09861060375317009
30,2015,Netherlands,Precious metals prod.,-22.049513951360122,0.34989208871679667,-0.30624324932444613
31,2015,Netherlands,Petroleum Refinery,-6.400603482715672,0.10156779539701577,-0.08889727059327322
32,2015,Netherlands,Fertilizers,-4.8584550904081425,0.07709625723585611,-0.06747854292233531
33,2015,Netherlands,"Iron, steel and ferro-alloys",-4.332702738205918,0.068753370899876,-0.06017642691952664
34,2015,Netherlands,Other sectors,-25.376765620215167,0.4026904877504555,-0.35245507805854404
35,2015,Estonia,Iron,-19.25536725664467,0.31861991856426,-0.2674356563422871
36,2015,Estonia,Non-ferrous metals,-9.656718661946329,0.15979040402906644,-0.13412109252703233
37,2015,Estonia,Aluminium,-7.241486220873483,0.11982538267000437,-0.1005761975121317
38,2015,Estonia,Gas elec. prod.,-5.385969301865588,0.08912201348732163,-0.0748051291925776
39,2015,Estonia,Nickel,-5.082899736257195,0.08410710003350894,-0.07059582967023881
40,2015,Estonia,Other sectors,-13.811217030009082,0.22853518121583857,-0.19182245875012613
41,2015,RoW Middle East,Gaseous fuels distribution,-9.686097770048761,0.17033224888508872,-0.13452913569512168
42,2015,RoW Middle East,Copper,-7.287011635169537,0.12814376944534872,-0.10120849493291023
43,2015,RoW Middle East,Nickel,-5.550802152166078,0.09761212782904614,-0.07709447433563997
44,2015,RoW Middle East,Petroleum Refinery,-5.4293337726786035,0.09547607854091009,-0.07540741350942505
45,2015,RoW Middle East,Petroleum elec. prod.,-5.219548368507199,0.09178695413559214,-0.07249372734037776
46,2015,RoW Middle East,Other sectors,-23.69311298351264,0.41664882116401414,-0.3290710136598978
0,2015,Romania,Coal elec. prod.,0.1764424891112837,1.0,-0.0855358469948044
1,2015,Romania,Other sectors,-6.335023472737201,-0.9729028009752207,0.08321806512503312
2,2015,Switzerland,Other non-metallic products,0.03671035949632809,1.0,-0.0695280687819146
3,2015,Switzerland,Other sectors,-5.04273131179418,-0.9927727569540136,0.06902557253030964
4,2015,Germany,Gaseous fuels distribution,0.0180941212479801,1.0,-0.06384005005805451
5,2015,Germany,Other sectors,-4.614577725427905,-0.9960942363614718,0.06359070591185595
6,2015,Greece,Iron,5.87255497241308,1.0,-0.05062704017714617
7,2015,Greece,Other sectors,-9.517701865167604,-0.6184238486473346,0.03130896903197397
8,2015,Hungary,Aluminium,1.2110199801377954,0.8938122992423186,-0.04271286913064628
9,2015,Hungary,Chemicals,0.1438729668090888,0.10618770075768136,-0.005074422638390486
10,2015,Hungary,Other sectors,-4.795577954317531,-0.7797090712731696,0.03726018488389564
11,2015,USA,Textile,0.10691504528761447,0.4718281257057575,-0.011208983928948504
12,2015,USA,"Iron, steel and ferro-alloys",0.06038607705896029,0.26649055313783143,-0.006330882295052848
13,2015,USA,Gas elec. prod.,0.059296317404800014,0.2616813211564111,-0.006216631785061115
14,2015,USA,Other sectors,-1.9370652964038724,-0.8952713674063498,0.02126851245735958
15,2015,Spain,Chemicals,3.8535637692528324,0.5556209177135336,-0.006291910065640685
16,2015,Spain,Fertilizers,3.0820350291344667,0.44437908228646633,-0.0050321957501246245
17,2015,Spain,Other sectors,-7.7509344171224015,-0.5277579332974942,0.005976386681770435
18,2015,Lithuania,Chemicals,12.567481546972573,0.2648447187365157,0.011405028063362207
19,2015,Lithuania,Petroleum elec. prod.,11.01483889810224,0.23212462250232319,0.009996000095701901
20,2015,Lithuania,Crude Petroleum,8.075733577070498,0.17018647529468617,0.007328752999117214
21,2015,Lithuania,Gaseous fuels distribution,7.232137779150193,0.15240869770317417,0.0065631872241880915
22,2015,Lithuania,Petroleum Refinery,4.295579525381554,0.09052422690718563,0.0038982515989595713
23,2015,Lithuania,Biomass and waste elec. prod.,4.2664928035187835,0.08991125885611509,0.003871855309625371
24,2015,Lithuania,Other sectors,-44.35172270924713,-0.483113252878814,-0.02080434238277824
25,2015,RoW Europe,Iron,87.91409842139072,1.0,0.8710459844867836
26,2015,RoW Europe,Other sectors,-25.1987875383423,-0.2227755690656925,-0.19404776487642958
27,2015,Mexico,Gaseous fuels distribution,30.283324284403083,0.24561835808663154,0.42060172617226504
28,2015,Mexico,Gas elec. prod.,29.447099291074228,0.23883600460642854,0.40898749015380875
29,2015,Mexico,Biomass and waste elec. prod.,22.71616365202267,0.18424353831955823,0.3155022729447593
30,2015,Mexico,Wind elec. prod.,13.701872327611598,0.11113150432939498,0.19030378232793888
31,2015,Mexico,Other sectors,27.145762099614714,0.22017059465798675,0.3770244736057599
0,2016,Lithuania,Gas elec. prod.,-39.91626445694121,0.1214873170691487,-0.5543925619019612
1,2016,Lithuania,"Iron, steel and ferro-alloys",-35.100432183300164,0.10683007019649125,-0.48750600254583554
2,2016,Lithuania,Gaseous fuels distribution,-34.0776934835975,0.10371730946148565,-0.47330129838329854
3,2016,Lithuania,Petroleum elec. prod.,-29.648014857826865,0.09023534217208799,-0.4117779841364842
4,2016,Lithuania,Aluminium prod.,-22.51389394823424,0.06852225802594346,-0.3126929715032533
5,2016,Lithuania,Water,-17.856333268904944,0.05434671933973049,-0.24800462873479087
6,2016,Lithuania,Biomass and waste elec. prod.,-17.63319491165398,0.05366758564006078,-0.24490548488408304
7,2016,Lithuania,Non-ferrous metals prod.,-17.125374989505858,0.0521220081483947,-0.23785243040980358
8,2016,Lithuania,Precious metals prod.,-14.415000790212119,0.0438728371849936,-0.20020834430850162
9,2016,Lithuania,Chemicals,-13.575260013054246,0.041317040558269645,-0.18854527795908674
10,2016,Lithuania,Other sectors,-86.70176015503668,0.2638815122033938,-1.2041911132643983
