,year,country,sector,gas,length_ratio,length
0,2006,Netherlands,Petroleum Refinery,-66.51647254519176,0.8761739629573576,-0.5573147315081316
1,2006,Netherlands,Fertilizers,-9.400497551338074,0.12382603704264233,-0.07876298258761978
2,2006,Netherlands,Other sectors,30.119374681635733,-0.28404765125247655,0.18067638070294248
3,2006,RoW Middle East,Iron,-20.21700392850834,1.0,0.8379092855169331
4,2006,RoW Middle East,Other sectors,80.54647248572752,-0.799361786155563,-0.6697926631071472
5,2006,Japan,Non-ferrous metals,-11.087922252545777,0.46157654865505815,-0.1539989201742469
6,2006,Japan,Gaseous fuels distribution,-4.934362103607558,0.2054114177319883,-0.06853280699454942
7,2006,Japan,Petroleum elec. prod.,-2.4111743295368577,0.10037421799000856,-0.03348853235467858
8,2006,Japan,Other sectors,-5.588390528386576,0.23263781562294492,-0.07761653511648023
9,2006,South Korea,Wood and paper reproc.,-10.109128590817253,0.3875169472093453,-0.14040456376135074
10,2006,South Korea,Petroleum elec. prod.,-1.8344012581394957,0.0703187786291411,-0.025477795251937437
11,2006,South Korea,Other sectors,-14.143403028732537,0.5421642741615136,-0.19643615317684077
12,2006,Luxembourg,Textile,-30.679456671563024,0.5147523913587838,-0.42610356488281975
13,2006,Luxembourg,Wood and paper reproc.,-15.803688684392569,0.26516071094965626,-0.219495676172119
14,2006,Luxembourg,Other sectors,-13.117270662664431,0.22008689769155987,-0.1821843147592282
15,2006,Romania,Machinery and furniture,-7.993700803214442,0.3023784918058646,-0.11102362226686724
16,2006,Romania,Petroleum Refinery,-2.1828741441422443,0.0825717909334719,-0.030317696446420055
17,2006,Romania,Other sectors,-16.259501095864735,0.6150497172606636,-0.22582640410923244
18,2006,Poland,Biomass and waste elec. prod.,-54.01847242052727,1.0,-0.6236672845639588
19,2006,Poland,Other sectors,9.11442793192223,-0.14436890877877429,0.09003816531352003
20,2006,Switzerland,Non-ferrous metals,-8.217926681783561,0.21301327641827048,-0.11413787058032723
21,2006,Switzerland,Gaseous fuels distribution,-3.5226349822590874,0.09130867775444422,-0.048925485864709545
22,2006,Switzerland,Petroleum Refinery,-3.4623216800374603,0.08974532307688146,-0.04808780111163139
23,2006,Switzerland,"Lead, zinc and tin",-2.92504968925309,0.07581893123665798,-0.04062569012851514
24,2006,Switzerland,Plastic prod.,-2.916045584469895,0.07558553978217672,-0.040500633117637436
25,2006,Switzerland,Other petroleum,-2.077920450122339,0.05386086544167399,-0.028860006251699155
26,2006,Switzerland,Precious metals,-1.8915363470995539,0.049029684780842485,-0.02627133815416047
27,2006,Switzerland,Other sectors,-13.565975314505941,0.3516377015090527,-0.18841632381258253
28,2006,Ireland,Gaseous fuels distribution,-57.50517495327408,0.24634131384298283,-0.79868298546214
29,2006,Ireland,Other sources elec. prod.,-53.14321486954066,0.22765550028219197,-0.738100206521398
30,2006,Ireland,Crude Petroleum,-25.531597906505144,0.10937254565193062,-0.3546055264792381
31,2006,Ireland,Other petroleum,-17.92500655062439,0.07678734423315545,-0.2489584243142276
32,2006,Ireland,Copper prod.,-16.332387064825603,0.06996486300598946,-0.22683870923368896
33,2006,Ireland,Other sectors,-62.99960921186772,0.26987843298374964,-0.8749945723870516
34,2006,Belgium,Textile,-16.580887932116227,0.6201831957459011,-0.23029011016828094
35,2006,Belgium,Other sectors,-10.154579984221321,0.37981680425409897,-0.14103583311418502
0,2006,France,Copper reproc.,38.58996735425455,0.6510463840629104,0.26399759646922283
1,2006,France,Crude Petroleum,20.683793008917387,0.3489536159370897,0.1414997735057448
2,2006,France,Other sectors,-30.077949724974264,-0.33662422012183224,-0.13650023592927754
3,2006,South Africa,Gas elec. prod.,19.37728864467248,1.0,0.22521959978117317
4,2006,South Africa,Other sectors,-3.16147746042801,-0.14026843553394752,-0.03159120091288695
5,2006,Germany,Other sectors,-43.925806952335705,-0.9999772343396882,0.6100667632268848
6,2006,Great-Britain,Other sectors,-126.00621508494656,-0.9999920638835209,1.7500724317353689
7,2006,Slovakia,Gas elec. prod.,61.57823266856518,0.6980125380406911,0.6385146895769331
8,2006,Slovakia,Non-ferrous metals,26.64114637212397,0.3019874619593089,0.27624637097540683
9,2006,Slovakia,Other sectors,-22.356582680920667,-0.2021830272406442,-0.18494916042433432
10,2006,Indonesia,Other sectors,-157.5783815086495,-0.9999936539518275,2.1885747431756877
11,2006,Estonia,Non-ferrous metals,29.858908555314017,0.6556388767022869,-0.33517438816443057
12,2006,Estonia,Iron,15.682790718983862,0.34436112329771307,-0.17604360099795835
13,2006,Estonia,Other sectors,-82.34939449398988,-0.643902496003279,0.3291745392234394
14,2006,Norway,Petroleum elec. prod.,45.63898016183323,0.6597358772531863,-0.6237887555716483
15,2006,Norway,Non-ferrous metals,23.538673707547584,0.34026412274681367,-0.3217241035573655
16,2006,Norway,Other sectors,-137.25457972666982,-0.6648892827234114,0.628661366712052
17,2006,Sweden,Iron,71.9851422355919,0.4517056566462739,0.9960259917256221
18,2006,Sweden,"Lead, zinc and tin",69.22823787211661,0.43440612431029607,0.9578799477303728
19,2006,Sweden,Petroleum elec. prod.,18.14956161423396,0.11388821904343005,0.2511273096750869
20,2006,Sweden,Other sectors,-0.6005477845045846,-0.003754280344580585,-0.008278312986359485
21,2006,Czechia,Iron,31.87899845567028,0.19824266461366102,0.3176687201534099
22,2006,Czechia,Gaseous fuels distribution,30.26836083677422,0.1882267573152884,0.30161899413277826
23,2006,Czechia,Non-ferrous metals,25.425989584526643,0.15811399886620978,0.25336559996331554
24,2006,Czechia,Nickel,23.6014996254448,0.14676822990950278,0.2351848722644757
