,year,country,sector,coal,length_ratio,length
0,2009,Crude Petroleum,Other countries,,,
1,2009,Plastic prod.,Other countries,,,
2,2009,Glass reproc.,Other countries,,,
3,2009,Ceramic goods,Other countries,,,
4,2009,Non-ferrous metals,Other countries,,,
5,2009,"Lead, zinc and tin",Other countries,,,
6,2009,Other non-metallic products,Other countries,,,
7,2009,Aluminium prod.,Other countries,,,
8,2009,"Iron, steel and ferro-alloys",Other countries,,,
9,2009,Precious metals,Other countries,,,
0,2009,Wood and paper prod.,Other countries,,,
1,2009,Lead reproc.,Other countries,,,
2,2009,Petroleum Refinery,Other countries,,,
3,2009,"Agriculture, forestry and fishing",Other countries,,,
4,2009,Precious metals reproc.,Other countries,,,
5,2009,Glass prod.,Other countries,,,
6,2009,Other petroleum,Other countries,,,
7,2009,Construction products,Other countries,,,
8,2009,Coke oven products,Other countries,,,
9,2009,Natural Gas,Other countries,,,
0,2010,"Iron, steel and ferro-alloys",Other countries,,,
1,2010,Casting of metals,Other countries,,,
2,2010,Gaseous fuels distribution,Other countries,,,
3,2010,Petroleum elec. prod.,Other countries,,,
4,2010,Non-ferrous metals,Other countries,,,
5,2010,Iron,Other countries,,,
6,2010,Biomass and waste elec. prod.,Other countries,,,
7,2010,Chemical and fertilizer minerals,Other countries,,,
8,2010,Chemicals,Other countries,,,
9,2010,Copper prod.,Other countries,,,
0,2010,Aluminium,Other countries,,,
1,2010,Ash reproc. into clinker,Other countries,,,
2,2010,"Lead, zinc and tin prod.",Other countries,,,
3,2010,Aluminium prod.,Other countries,,,
4,2010,Other non-metallic products,Other countries,,,
5,2010,Nickel,Other countries,,,
6,2010,Electricity distribution,Other countries,,,
7,2010,Gas elec. prod.,Other countries,,,
8,2010,Coal elec. prod.,Other countries,,,
9,2010,Coke oven products,Other countries,,,
0,2011,Non-ferrous metals,Other countries,,,
1,2011,Casting of metals,Other countries,,,
2,2011,"Iron, steel and ferro-alloys",Other countries,,,
3,2011,Nickel,Other countries,,,
4,2011,Aluminium,Other countries,,,
5,2011,Uranium and thorium,Other countries,,,
6,2011,Biomass and waste elec. prod.,Other countries,,,
7,2011,Hydro elec. prod.,Other countries,,,
8,2011,Chemical and fertilizer minerals,Other countries,,,
9,2011,Petroleum elec. prod.,Other countries,,,
0,2011,Gaseous fuels distribution,Other countries,,,
1,2011,Chemicals,Other countries,,,
2,2011,"Lead, zinc and tin prod.",Other countries,,,
3,2011,Glass prod.,Other countries,,,
4,2011,Non-ferrous metals prod.,Other countries,,,
5,2011,Electricity distribution,Other countries,,,
6,2011,Ceramic goods,Other countries,,,
7,2011,Other non-metallic products,Other countries,,,
8,2011,Coal elec. prod.,Other countries,,,
9,2011,Coke oven products,Other countries,,,
0,2012,Gaseous fuels distribution,Other countries,,,
