,year,country,sector,coal,length_ratio,length
0,1996,Petroleum Refinery,Other countries,,,
1,1996,Non-ferrous metals prod.,Other countries,,,
2,1996,Uranium and thorium,Other countries,,,
3,1996,Other non-metallic products,Other countries,,,
4,1996,Food Manufacture,Other countries,,,
5,1996,"Agriculture, forestry and fishing",Other countries,,,
6,1996,Precious metals reproc.,Other countries,,,
7,1996,Wood and paper reproc.,Other countries,,,
8,1996,Glass prod.,Other countries,,,
9,1996,Steel reproc.,Other countries,,,
0,1996,"Coal, lignite and peat",Other countries,,,
1,1996,Copper,Other countries,,,
2,1996,Aluminium prod.,Other countries,,,
3,1996,Copper prod.,Other countries,,,
4,1996,Chemical and fertilizer minerals,Other countries,,,
5,1996,Construction products,Other countries,,,
6,1996,Other petroleum,Other countries,,,
7,1996,Iron,Other countries,,,
8,1996,Chemicals,Other countries,,,
9,1996,Crude Petroleum,Other countries,,,
0,1997,Copper,Other countries,,,
1,1997,Petroleum Refinery,Other countries,,,
2,1997,Casting of metals,Other countries,,,
3,1997,"Lead, zinc and tin",Other countries,,,
4,1997,Precious metals,Other countries,,,
5,1997,Non-ferrous metals reproc.,Other countries,,,
6,1997,Crude Petroleum,Other countries,,,
7,1997,Non-ferrous metals prod.,Other countries,,,
8,1997,Wood and paper reproc.,Other countries,,,
9,1997,Other petroleum,Other countries,,,
0,1997,Other non-metallic products,Other countries,,,
1,1997,Processing Nuclear Fuel,Other countries,,,
2,1997,Gaseous fuels distribution,Other countries,,,
3,1997,Electricity distribution,Other countries,,,
4,1997,"Iron, steel and ferro-alloys",Other countries,,,
5,1997,Precious metals prod.,Other countries,,,
6,1997,Gas elec. prod.,Other countries,,,
7,1997,Iron,Other countries,,,
8,1997,Coke oven products,Other countries,,,
9,1997,Coal elec. prod.,Other countries,,,
0,1998,Copper,Other countries,,,
1,1998,Petroleum Refinery,Other countries,,,
2,1998,Gaseous fuels distribution,Other countries,,,
3,1998,Non-ferrous metals,Other countries,,,
4,1998,Biomass and waste elec. prod.,Other countries,,,
5,1998,Precious metals,Other countries,,,
6,1998,Crude Petroleum,Other countries,,,
7,1998,Glass prod.,Other countries,,,
8,1998,Non-ferrous metals reproc.,Other countries,,,
9,1998,Other petroleum,Other countries,,,
0,1998,Processing Nuclear Fuel,Other countries,,,
1,1998,Precious metals prod.,Other countries,,,
2,1998,Aluminium,Other countries,,,
3,1998,Petroleum elec. prod.,Other countries,,,
4,1998,Electricity distribution,Other countries,,,
5,1998,"Iron, steel and ferro-alloys",Other countries,,,
6,1998,Coke oven products,Other countries,,,
7,1998,Gas elec. prod.,Other countries,,,
8,1998,Iron,Other countries,,,
9,1998,Coal elec. prod.,Other countries,,,
0,1999,Copper,Other countries,,,
1,1999,Gaseous fuels distribution,Other countries,,,
2,1999,Petroleum Refinery,Other countries,,,
3,1999,Biomass and waste elec. prod.,Other countries,,,
4,1999,Crude Petroleum,Other countries,,,
5,1999,Other petroleum,Other countries,,,
6,1999,Precious metals,Other countries,,,
7,1999,Glass prod.,Other countries,,,
8,1999,Non-ferrous metals reproc.,Other countries,,,
9,1999,Non-ferrous metals,Other countries,,,
0,1999,Other non-metallic products,Other countries,,,
1,1999,Nickel,Other countries,,,
2,1999,Steel reproc.,Other countries,,,
3,1999,Electricity distribution,Other countries,,,
4,1999,Petroleum elec. prod.,Other countries,,,
5,1999,Aluminium,Other countries,,,
6,1999,"Iron, steel and ferro-alloys",Other countries,,,
7,1999,Gas elec. prod.,Other countries,,,
8,1999,Iron,Other countries,,,
9,1999,Coal elec. prod.,Other countries,,,
0,2000,Copper,Other countries,,,
1,2000,Non-ferrous metals,Other countries,,,
2,2000,Glass prod.,Other countries,,,
3,2000,Crude Petroleum,Other countries,,,
4,2000,Petroleum Refinery,Other countries,,,
5,2000,Non-ferrous metals prod.,Other countries,,,
6,2000,Non-ferrous metals reproc.,Other countries,,,
7,2000,Nickel,Other countries,,,
8,2000,Precious metals,Other countries,,,
9,2000,"Lead, zinc and tin",Other countries,,,
0,2000,Aluminium,Other countries,,,
1,2000,Copper prod.,Other countries,,,
2,2000,Petroleum elec. prod.,Other countries,,,
3,2000,Other non-metallic products,Other countries,,,
4,2000,Coke oven products,Other countries,,,
5,2000,Precious metals prod.,Other countries,,,
6,2000,Iron,Other countries,,,
7,2000,Gas elec. prod.,Other countries,,,
8,2000,"Iron, steel and ferro-alloys",Other countries,,,
9,2000,Coal elec. prod.,Other countries,,,
0,2001,Copper,Other countries,,,
1,2001,"Lead, zinc and tin",Other countries,,,
2,2001,Crude Petroleum,Other countries,,,
3,2001,Gaseous fuels distribution,Other countries,,,
4,2001,Petroleum Refinery,Other countries,,,
5,2001,Glass prod.,Other countries,,,
6,2001,Casting of metals,Other countries,,,
7,2001,Precious metals,Other countries,,,
8,2001,Non-ferrous metals reproc.,Other countries,,,
9,2001,Biomass and waste elec. prod.,Other countries,,,
0,2001,Copper prod.,Other countries,,,
1,2001,Other non-metallic products,Other countries,,,
2,2001,Aluminium,Other countries,,,
3,2001,Precious metals prod.,Other countries,,,
4,2001,Chemical and fertilizer minerals,Other countries,,,
5,2001,Iron,Other countries,,,
6,2001,Gas elec. prod.,Other countries,,,
7,2001,"Iron, steel and ferro-alloys",Other countries,,,
8,2001,Coke oven products,Other countries,,,
9,2001,Coal elec. prod.,Other countries,,,
0,2002,Copper,Other countries,,,
1,2002,Petroleum Refinery,Other countries,,,
2,2002,"Lead, zinc and tin",Other countries,,,
3,2002,Construction products,Other countries,,,
4,2002,Gaseous fuels distribution,Other countries,,,
5,2002,Glass prod.,Other countries,,,
6,2002,Crude Petroleum,Other countries,,,
7,2002,Precious metals,Other countries,,,
8,2002,Biomass and waste elec. prod.,Other countries,,,
9,2002,Non-ferrous metals reproc.,Other countries,,,
0,2002,Casting of metals,Other countries,,,
1,2002,Petroleum elec. prod.,Other countries,,,
2,2002,Copper prod.,Other countries,,,
3,2002,Steel reproc.,Other countries,,,
4,2002,Non-ferrous metals,Other countries,,,
