,year,country,sector,coal,length_ratio,length
0,2020,RoW America,Gaseous fuels distribution,-90.75254515835643,0.8403154748171808,-1.51584508838278
1,2020,Switzerland,Gaseous fuels distribution,-17.24563871193414,0.1596845251828191,-0.2880549156157985
2,2020,Other countries,Gaseous fuels distribution,19.607083674360226,-0.15365418725758673,0.27717678900835907
3,2020,RoW Europe,Iron,-42.20319890559379,0.9364605853189883,-0.8612897735835467
4,2020,Other countries,Iron,-2.863512461887879,0.06353941468101165,-0.05843902983444652
5,2020,Cyprus,Coal elec. prod.,-17.446866998530396,0.34845831636122415,-0.1476292837702162
6,2020,Brazil,Coal elec. prod.,-9.652812138430079,0.19279121381459832,-0.08167871873413815
7,2020,Switzerland,Coal elec. prod.,-8.185884145471434,0.16349293013463584,-0.06926608734529296
8,2020,RoW Asia and Pacific,Coal elec. prod.,-7.637997706044409,0.15255024419245675,-0.06463006400386218
9,2020,Indonesia,Coal elec. prod.,-7.1451737190757925,0.14270729549708497,-0.060459959868427
10,2020,Other countries,Coal elec. prod.,29.309193135177225,-0.3692360575756931,0.15643206708698792
11,2020,RoW America,Copper,-4.111743770911325,0.28107843416132805,-0.08391313818186376
12,2020,Cyprus,Copper,-3.5651672526013196,0.24371451255638915,-0.0727585153592106
13,2020,Brazil,Copper,-2.51972347436622,0.17224806995632036,-0.0514229280482902
14,2020,RoW Middle East,Copper,-2.469120413936121,0.1687888492991171,-0.05039021252930859
15,2020,Other countries,Copper,-1.9627020282551442,0.13417013402684527,-0.04005514343377845
16,2020,Cyprus,Electricity distribution,-14.91668733209517,0.8549765989491761,-0.24692231822083568
17,2020,Norway,Electricity distribution,-2.530208115603383,0.145023401050824,-0.041883619303442636
18,2020,Other countries,Electricity distribution,3.2954045090089146,-0.15887363098050633,0.045883647943211356
19,2020,RoW Africa,Nickel,-11.30824934213863,0.7803997033179317,-0.21573559820878546
20,2020,Cyprus,Nickel,-3.1820807977380294,0.2196002966820682,-0.06070684185310629
21,2020,Other countries,Nickel,0.9446505768439621,-0.06120192789231205,0.016918810283042696
22,2020,Canada,Precious metals prod.,-6.056001515312538,0.4304758764204038,-0.1091859088262263
23,2020,Spain,Precious metals prod.,-3.3267318309131877,0.23647249706048043,-0.059978888291385535
24,2020,RoW America,Precious metals prod.,-2.909988756352866,0.206849347229708,-0.05246527205006657
25,2020,Cyprus,Precious metals prod.,-1.7754332739104541,0.12620227928940778,-0.03200994832680966
26,2020,Other countries,Precious metals prod.,1.6397945192591301,-0.10439265022757616,0.02647815363001839
27,2020,Lithuania,Chemical and fertilizer minerals,-16.093450980004683,0.8223839968812688,-0.20805593531040392
28,2020,Cyprus,Chemical and fertilizer minerals,-3.4758147657247607,0.1776160031187312,-0.04493529032070703
29,2020,Other countries,Chemical and fertilizer minerals,7.172695689805007,-0.26821875826482944,0.06785699239067386
30,2020,Cyprus,Other non-metallic products,-10.635779392524292,0.9228149943733458,-0.2170567222964141
31,2020,Other countries,Other non-metallic products,-0.8895853418737545,0.07718500562665415,-0.018154802895382745
32,2020,Cyprus,Water,-3.8198515376712594,0.4501360559303392,-0.07795615383002569
33,2020,Finland,Water,-1.8964208109034661,0.2234765869263916,-0.03870246552864216
34,2020,Russia,Water,-0.8214599413020718,0.09680186112885135,-0.016764488598001465
35,2020,Other countries,Water,-1.9482609722634843,0.22958549601441783,-0.03976042800537723
0,2020,Bulgaria,Steel reproc.,1.50398925777806,0.22816537314868726,0.030693658322001223
1,2020,Poland,Steel reproc.,1.3038679761044012,0.19780561713851372,0.02660955053274288
2,2020,Brazil,Steel reproc.,1.0472119568391447,0.15886915791604003,0.021371672588553974
3,2020,Hungary,Steel reproc.,0.7467496782173955,0.11328699197682507,0.015239789351375417
4,2020,Other countries,Steel reproc.,1.9898441736295291,0.30187285981993395,0.04060906476794957
5,2020,Russia,Plastic prod.,3.499555262719034,0.5057539974447781,0.0714194951575313
6,2020,Japan,Plastic prod.,1.1767991035093184,0.17007042498504274,0.024016308234884046
7,2020,Cyprus,Plastic prod.,0.7152979224593901,0.10337450232653354,0.014597916784885511
8,2020,Other countries,Plastic prod.,1.5278288827905717,0.2208010752436455,0.031180181281440237
9,2020,Russia,Chemicals,1.9579822254877537,0.2604221127421681,0.0399588209283215
10,2020,Hungary,Chemicals,1.836978362109365,0.24432795144654415,0.03748935432876255
11,2020,Cyprus,Chemicals,1.537289012649512,0.20446766439352004,0.03137324515611249
12,2020,Other countries,Chemicals,2.1862449118774663,0.29078227141776775,0.04461724309954013
13,2020,Cyprus,Fabricated metal products,2.2476133822090016,0.28852711766179534,0.045869660861408194
14,2020,Croatia,Fabricated metal products,0.8150355627778438,0.10462647338797675,0.016633378832200892
15,2020,Luxembourg,Fabricated metal products,0.6544639423207819,0.08401382390142383,0.013356406986138405
16,2020,Other countries,Fabricated metal products,4.072842526323894,0.522832585048804,0.08311923523109987
17,2020,Czechia,"Lead, zinc and tin prod.",4.6290105036780105,0.4933983116923607,0.09446960211587775
18,2020,Canada,"Lead, zinc and tin prod.",1.5264782671659844,0.1627047074653098,0.031152617697264986
19,2020,Other countries,"Lead, zinc and tin prod.",3.2264049121734075,0.34389698084232945,0.06584499820762055
20,2020,RoW America,Gas elec. prod.,11.85986371220038,0.5278814505729944,0.11015140895626464
21,2020,Switzerland,Gas elec. prod.,10.607043771150224,0.4721185494270056,0.09851553479919344
22,2020,Other countries,Gas elec. prod.,-12.242227239333157,-0.3527090875974037,-0.07359872734372638
23,2020,Cyprus,"Iron, steel and ferro-alloys",4.945195004926983,0.33886811760656593,0.10092234703932618
