,year,country,sector,gas,length_ratio,length
0,2009,Lithuania,Aluminium prod.,-51.50782346529843,0.11595968828494495,-0.7153864370180338
1,2009,Lithuania,"Iron, steel and ferro-alloys",-43.66575376602155,0.09830481769136201,-0.606468802305855
2,2009,Lithuania,Chemicals,-39.81305749530946,0.08963123320357383,-0.5529591318792981
3,2009,Lithuania,Non-ferrous metals prod.,-35.35990561323184,0.07960584153702178,-0.4911098001837756
4,2009,Lithuania,Precious metals prod.,-34.75911273371472,0.07825327506564768,-0.4827654546349268
5,2009,Lithuania,Gaseous fuels distribution,-33.55755013441497,0.07554819426246603,-0.46607708520020796
6,2009,Lithuania,Gas elec. prod.,-30.38275092008339,0.06840076106701748,-0.42198265166782495
7,2009,Lithuania,Crude Petroleum,-24.248549924627618,0.054590819441557865,-0.3367854156198281
8,2009,Lithuania,Ceramic goods,-20.415803381104798,0.04596214782312819,-0.28355282473756666
9,2009,Lithuania,Casting of metals,-18.876409843631965,0.04249650740690149,-0.2621723589393329
10,2009,Lithuania,Other sectors,-111.60060529218993,0.25124671421637873,-1.5500084068359714
11,2009,Mexico,Other sources elec. prod.,-14.831438336582316,0.49065149822967585,0.2276254697447232
12,2009,Mexico,Plastic prod.,-10.586130245946812,0.35020882990268315,0.16247061244686659
13,2009,Mexico,"Coal, lignite and peat",-4.810482060535783,0.15913967186764094,0.07382886365290618
14,2009,Mexico,Other sectors,63.630646743868624,-0.6779408676592917,-0.3145136803146075
15,2009,Sweden,Precious metals,-36.46382827508094,0.485788412521827,-0.4681208944262198
16,2009,Sweden,Fertilizers,-14.479211344508506,0.19289892000790476,-0.18588342710602412
17,2009,Sweden,Gaseous fuels distribution,-12.806417356464127,0.17061316521008846,-0.16440817738822966
18,2009,Sweden,"Lead, zinc and tin",-11.311675268311319,0.15069950226017975,-0.14521874949920052
19,2009,Sweden,Other sectors,5.679682358148355,-0.07034462540549546,0.06778627919911193
20,2009,Netherlands,Petroleum Refinery,-77.68127403900017,0.8690017841171391,-0.7893504387690968
21,2009,Netherlands,Coke oven products,-11.710112099430294,0.1309982158828609,-0.11899112415535225
22,2009,Netherlands,Other sectors,23.99079360787013,-0.2115922772127945,0.19219805978621304
23,2009,Czechia,Gas elec. prod.,-76.03135054090835,0.3194980106328738,-1.0559909797348384
24,2009,Czechia,Other petroleum,-60.46888925032049,0.2541016262793081,-0.839845684032229
25,2009,Czechia,Biomass and waste elec. prod.,-20.625156569601067,0.08667078048855031,-0.28646050791112593
26,2009,Czechia,Iron,-16.65231873842896,0.06997616998122333,-0.2312822047004022
27,2009,Czechia,Other sectors,-64.19356487930051,0.2697534126180445,-0.891577289990285
28,2009,Ireland,Gaseous fuels distribution,-59.08401290064593,0.27614663676526596,-0.8206112902867492
29,2009,Ireland,Other sources elec. prod.,-47.99146120515004,0.22430231046659385,-0.6665480722937506
30,2009,Ireland,"Lead, zinc and tin prod.",-31.535395855792366,0.14739001427140985,-0.4379916091082273
31,2009,Ireland,Ceramic goods,-19.920137284822605,0.0931026625486029,-0.276668573400314
32,2009,Ireland,Petroleum elec. prod.,-17.641874040448478,0.08245452438544573,-0.2450260283395622
