,year,country,sector,coal,length_ratio,length
0,2001,Malta,Coal elec. prod.,-76.38122811901468,0.6751338439912123,-1.0608503905418707
1,2001,Malta,Other sectors,-36.75371363930262,0.3248661560087877,-0.5104682449903142
2,2001,Indonesia,Coal elec. prod.,-32.923813671690354,1.0,-0.2624227577410337
3,2001,Indonesia,Other sectors,14.029375114335927,-0.2987949376190442,0.07841059152904971
4,2001,India,Iron,-11.621817756934428,0.283636992698714,0.10107608951930695
5,2001,India,Copper,-10.685840892976014,0.2607939514050803,0.0929358068829687
6,2001,India,Aluminium,-6.936258344808266,0.1692832824132777,0.06032531950267062
7,2001,India,Precious metals,-6.543375955523478,0.15969476694077067,0.056908382808218166
8,2001,India,"Lead, zinc and tin",-5.186973651432725,0.12659100654215727,0.04511161886131602
9,2001,India,Other sectors,66.6319862670375,-0.6192203937101448,-0.22066365656792153
10,2001,Spain,Coal elec. prod.,-28.321979712816958,0.533600768476655,-0.39336082934468
11,2001,Spain,Copper prod.,-12.518274223015347,0.2358507707842048,-0.17386491976410204
12,2001,Spain,Copper reproc.,-5.8060322704767575,0.10938865548034506,-0.08063933708995497
13,2001,Spain,Other sectors,-6.430810728299342,0.12115980525879505,-0.0893168156708242
14,2001,Sweden,"Lead, zinc and tin",-13.51879447640072,0.49474766585889396,-0.16157989215413246
15,2001,Sweden,Iron,-4.720819845143365,0.17276796414075415,-0.056424377394665465
16,2001,Sweden,Gaseous fuels distribution,-4.547318095847209,0.16641831620161615,-0.05435064264052264
17,2001,Sweden,Coke oven products,-4.537692657760428,0.16606605379873568,-0.05423559708296843
18,2001,Sweden,Other sectors,3.810108407546913,-0.1223748521780077,0.039966465294936616
19,2001,Czechia,Uranium and thorium,-8.692919523820542,0.4293599617862383,-0.05404025178479728
20,2001,Czechia,Electricity distribution,-4.3949658760896515,0.21707579087081286,-0.027321668155176174
21,2001,Czechia,Gaseous fuels distribution,-4.020303363015177,0.19857049102815516,-0.024992547715790008
22,2001,Czechia,Coal elec. prod.,-3.1380388724040955,0.1549937563147936,-0.019507877682579534
23,2001,Czechia,Other sectors,11.184138770968772,-0.35583863790807146,0.04478668552911128
24,2001,Ireland,Coal elec. prod.,-10.909595880075674,0.2264853282491093,-0.15152216500105103
25,2001,Ireland,Chemical and fertilizer minerals,-6.046394243399034,0.12552431822344057,-0.08397769782498658
26,2001,Ireland,Fertilizers,-5.807374339674376,0.120562218623398,-0.0806579769399219
27,2001,Ireland,Coke oven products,-4.84497872543852,0.1005826988509205,-0.06729137118664612
28,2001,Ireland,Non-ferrous metals,-4.708877383981047,0.09775720858217132,-0.06540107477751454
29,2001,Ireland,Copper prod.,-3.3092594176048706,0.06870086790533772,-0.04596193635562321
30,2001,Ireland,Precious metals prod.,-2.998733192872205,0.06225428320030952,-0.04164907212322507
31,2001,Ireland,Other sectors,-9.543893241703799,0.1981330763653133,-0.13255407280144166
32,2001,China,Coal elec. prod.,-30.061901547161288,0.5899818472430562,-0.4175264103772401
33,2001,China,Construction products,-10.353029282891967,0.20318406443117493,-0.14379207337349953
34,2001,China,Other sectors,-10.539012393180556,0.2068340883257689,-0.1463751721275077
35,2001,Hungary,Iron,-11.851379904245473,0.7704213222051792,0.905080270286594
36,2001,Hungary,Natural Gas,-3.5316054346379744,0.22957867779482075,0.2697058424549122
37,2001,Hungary,Other sectors,99.96758545627189,-0.8666414458737163,-1.0181183353386616
38,2001,South Korea,Coke oven products,-2.3398327020518472,0.3932387350181524,0.06621376436613735
39,2001,South Korea,Chemical and fertilizer minerals,-2.2344028190805396,0.3755198982071306,0.06323025643324544
40,2001,South Korea,Other petroleum,-0.6924139620267278,0.11636899950048823,0.019594279063309468
41,2001,South Korea,Processing Nuclear Fuel,-0.6835087634435189,0.11487236727422878,0.019342275268292335
42,2001,South Korea,Other sectors,18.073559656033524,-0.7523215069908178,-0.12667632803052295
0,2001,Germany,Coke oven products,2.921469305209712,0.4127065488600625,0.040575962572357106
1,2001,Germany,Stone quarrying,0.8685941289519938,0.12270349193148793,0.01206380734655547
2,2001,Germany,"Iron, steel and ferro-alloys",0.6126408500380931,0.08654579750642523,0.008508900694973516
